#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-04-27T21:17:00 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5ea74b405e01	
#INFO	-out.max=unlimited	
#INFO	queryParameters=24	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-nav=cat:J/A+AS/124/75&tab:{J/A+AS/124/75/systems}&key:source=J/A+AS/124/75/systems&HTTPPRM:&
#-source=J/A+AS/124/75/systems
#-order=I
#-out=IDS
#-out=Level
#-out=Comp
#-out=Type
#-out=logP
#-out=Sep
#-out=x_Sep
#-out=PA
#-out=Vmag1
#-out=SP1
#-out=Vmag2
#-out=SP2
#-out=Mass1
#-out=MCode1
#-out=Mass2
#-out=MCode2
#-out=Rem
#-out.all=2
#

#RESOURCE=yCat_41240075
#Name: J/A+AS/124/75
#Title: Multiple star catalogue (MSC) (Tokovinin 1997-1999)
#Table	J_A_AS_124_75_systems:
#Name: J/A+AS/124/75/systems
#Title: Individual subsystems
#Column	IDS	(a10)	IDS(1900)	[ucd=meta.id;meta.main]
#Column	Level	(I4)	Level in hierarchy (1)	[ucd=meta.code.multip]
#Column	Comp	(A3)	Component designation	[ucd=meta.id]
#Column	Type	(a6)	Observing technique/status (2)	[ucd=meta.code;obs]
#Column	logP	(F5.2)	? Logarithm (10) of period in days	[ucd=time.period]
#Column	Sep	(F8.3)	Separation or axis	[ucd=pos.angDistance]
#Column	x_Sep	(A1)	['"m] Units of sep. (',",m)	[ucd=meta.unit]
#Column	PA	(I3)	Position angle	[ucd=pos.posAng]
#Column	Vmag1	(F5.2)	V-magnitude of the primary	[ucd=phot.mag;em.opt.V]
#Column	SP1	(a5)	Spectral type of the primary	[ucd=src.spType]
#Column	Vmag2	(F5.2)	V-magnitude of the secondary	[ucd=phot.mag;em.opt.V]
#Column	SP2	(a5)	Spectral type of the secondary	[ucd=src.spType]
#Column	Mass1	(F6.2)	Mass of the primary	[ucd=phys.mass]
#Column	MCode1	(A1)	Mass estimation code for primary (3)	[ucd=meta.code]
#Column	Mass2	(F6.2)	Mass of the secondary	[ucd=phys.mass]
#Column	MCode2	(A1)	Mass estimation code for secondary (3)	[ucd=meta.code]
#Column	Rem	(a20)	Remark	[ucd=meta.note]
IDS|Level|Comp|Type|logP|Sep|x_Sep|PA|Vmag1|SP1|Vmag2|SP2|Mass1|MCode1|Mass2|MCode2|Rem
12484+2147| 111|Aab|S1    | 3.46|   0.067|"|  0| 4.90|G8III| 0.00|     |  3.68|a|  0.81|m|PASP 100 358 1988
12484+8357|   1|AB |Cmhr  | 7.04|  21.600|"|326| 5.28|A1III| 5.85|A0   |  3.00|a|  5.96|s|HR 4892 HD 112014
12484+8357|  12|Bab|S2    | 0.52|   0.847|m|  0| 6.37|A0V  | 6.87|A2V  |  3.20|a|  2.76|a|SB 743
12519+5438|   1|AB |Chp   | 5.91|   3.766|"|281| 6.02|A5m  | 7.78|F5V  |  4.08|s|  1.29|a|STF 1695
12519+5438|  11|Aab|S2    | 0.71|   1.181|m|  0| 6.75|A5m  | 6.75|     |  2.10|a|  1.98|q|PASP 98 238 1986
12545-0316|   1|AB |Ch    | 7.14|  20.900|"| 54| 5.79|A3V  |10.15|0.55 |  3.96|s|  0.99|a|STF 1704
12545-0316|  11|Aab|v,a   | 3.78|   0.112|"| 19| 5.79|A3V  | 0.00|     |  2.54|a|  1.42|:|CHARA 39
13011-4922|   1|AB |Chrp  | 7.18|  25.100|"|100| 4.27|B1.5V| 9.46|F7V  | 17.79|s|  1.21|a|DUN 128
13011-4922|  11|Aab|S1    | 0.88|   1.567|m|  0| 4.27|B1.5V| 0.00|     | 15.52|a|  2.27|m|SB 750
13015+2142|   1|AB |v     | 5.12|   1.540|"|317| 6.07|F4V  | 8.80|     |  2.76|s|  0.71|v|COU 11
13015+2142|  11|AP |v     | 3.67|   0.153|"|279| 6.82|F4V  | 6.82|     |  1.38|a|  1.38|v|CHARA 150
13017-6446|   1|AB |Ch?   | 7.27|   5.300|"|187| 5.64|O9V+ | 7.55|-0.05| 51.70|s|  4.52|a|RMK 16
13017-6446|  11|Aab|S2,E  | 1.26|   0.507|m|  0| 5.64|WC6  | 0.00|O9.5V|  1.70|*| 50.00|*|SB 751
13048-0500|   1|AC |Ch    | 8.12|  71.000|"|298| 4.38|A1IV |10.40|     |  4.88|s|  0.62|v|H 50
13048-0500|  11|AB |Chp   | 6.65|   7.100|"|  0| 4.38|A1IVs| 8.00|0.20 |  3.06|s|  1.82|a|STF 1724
13048-0500| 111|AP |v,S1  | 3.81|   0.078|"|338| 4.50|A1IVs| 6.84|     |  2.98|a|  0.08|m|McA 38
13060+3628|   1|AB |v?    | 4.63|   0.340|"|123| 8.16|F4V  | 0.00|     |  2.70|s|  0.84|:|PNOJap 2 459 1992
13060+3628|  11|Aab|S2,E  | 0.68|   0.721|m|  0| 8.80|F4V  | 8.80|K0IV |  1.30|*|  1.40|*|SB 752, RS CVn i=84
13060-5923|   1|AC |v     | 5.53|   1.900|"|  7| 4.60|B8V  | 8.40|     |  8.32|s|  1.41|v|I 424
13060-5923|  11|AB |V     | 3.99|   0.185|"|  7| 5.00|B8V  | 5.70|B9V  |  4.48|a|  3.84|a|SEE 170
13065+3122|   1|AC |Chrp  | 6.58|   8.300|"|275| 9.50|G4V  |10.00|G7V  |  1.91|s|  0.85|a|STF 1729
13065+3122|  11|AB |v     | 4.50|   0.300|"| 78| 9.50|G4V  |10.90|     |  0.94|a|  0.97|s|A 1359
13065+3122| 112|Bab|S1    | 0.52|   0.537|m|  0|10.90|K1V? | 0.00|     |  0.76|a|  0.21|m|ASS 142 134 1988
13067-5917|   1|AB |Ch    | 6.82|  25.500|"|147| 6.16|G0V  | 9.60|     |  2.73|s|  0.52|v|COO 152
13067-5917|  11|AP |v     | 3.66|   0.190|"| 96| 6.21|G0V  | 9.53|     |  2.20|s|  0.53|v|HIPPARCOS
13067-5917| 111|Aab|S2,E  | 0.63|   1.672|m|  0| 6.16|G0V  | 0.00|     |  1.10|a|  1.10|q|A&A 235 291 1990
13085-6721|   1|AB |Cm    | 7.87|  60.000|"|332| 4.80|B8V  | 8.20|A0p  |  7.11|s|  3.20|a|DUN 131
13085-6721|  11|Aab|S1,E  | 1.30|   2.219|m|  0| 4.80|B8V  | 0.00|     |  4.48|a|  2.63|m|SB 755
13090-2345|   1|AC |Chm   | 6.96|  12.400|"|334| 7.44|F0V  |11.43|     |  3.39|s|  0.64|v|STN 28
13090-2345|  11|AB |V     | 4.35|   0.165|"|148| 7.44|F0V  | 7.47|     |  1.70|a|  1.69|v|FIN 297
13149+3540|   1|AB |Chrm  | 6.07|  17.650|"|129| 9.51|M1V  |12.09|1.59 |  0.88|s|  0.35|*|HJ 529
13149+3540|  11|Aab|S2,v  | 2.30|   0.049|"|  0|10.02|M1V  |10.57|M2V  |  0.48|*|  0.40|*|A&AS 121 71 1977
13154+4818|   1|AB |V     | 4.25|   1.507|"|  0| 9.20|M2V  |10.00|     |  0.67|s|  0.33|v|HU 644
13154+4818|  11|Aab|v     | 2.73|   0.109|"|104| 9.20|M2V  | 0.00|     |  0.37|a|  0.30|:|CHARA 193
13162-6028|   1|AC |Cmr   | 7.47|  60.000|"|343| 4.53|B3V  | 6.18|B2V  | 21.92|s| 19.60|s|HR 5034 HD 116072
13162-6028|  11|AB |v,s   | 3.79|   0.170|"|136| 5.28|B3V  | 5.28|     | 10.96|a| 10.96|v|FIN 208
13199+5527|   1|AC |Cmrp  | 8.42| 709.000|"| 72| 2.27|A1VpS| 4.01|A5V  |  7.19|s|  2.10|a|HR 5062 HD 116842
13199+5527|  11|AB |Cmr   | 5.94|  14.430|"|152| 2.27|A1VpS| 3.95|A1m  |  5.00|s|  2.19|s|HR 5055 HD 116657
13199+5527| 111|Aab|S2,V,A| 1.31|   9.640|m|  0| 2.40|A1VpS| 4.00|     |  2.50|*|  2.50|*|SB 764 +AJ 110 376
13199+5527| 112|Bab|S1,a  | 2.24|   0.033|"|  0| 3.95|A7m  | 0.00|     |  1.94|a|  0.25|m|SB 765
13199-1038|   1|Aac|o,v?  | 4.30|   0.500|"|  0| 0.98|B1V  | 7.50|     | 19.72|s|  1.79|v|
13199-1038|  11|Aad|o     | 2.82|   0.050|"|  0| 0.98|B1V  | 4.50|     | 15.34|s|  4.38|v|
13199-1038| 111|Aab|S2,o,v| 0.60|   1.523|m|  0| 1.23|B1V  | 2.70|B3V  |  9.44|*|  5.90|*|SB 766 + MN 151 161
13215+4501|   1|AC |v     | 5.40|   2.000|"|205| 8.28|G8V  |13.00|     |  1.60|s|  0.36|v|A 1609
13215+4501|  11|AB |V     | 4.21|   0.321|"|205| 8.89|G8V  | 9.20|     |  0.83|a|  0.77|v|A 1609
13338+4838|   1|AC |Cm    | 7.61| 112.000|"|  0|10.17|dM0.5|14.46|     |  0.88|s|  0.29|v|Gl 520 C, LDS 5784
13338+4838|  11|AB |v     | 5.10|   2.170|"|312|10.56|dM0.5|11.54|     |  0.47|a|  0.41|v|ES 608
13377-4134|   1|AC |v     | 5.68|   0.970|"| 71| 6.32|B8III| 9.15|     |  7.63|s|  1.87|v|RST 1741
13377-4134|  11|AB |v     | 4.47|   0.140|"| 46| 6.32|B8III| 7.49|     |  4.54|a|  3.09|v|Fin 353
13411+0537|   1|AB |V     | 5.00|   1.010|"|123| 7.64|G0V  | 8.27|     |  1.10|a|  2.20|s|STF 1781
13411+0537|  12|Bab|E     |-0.39|   0.215|m|  0| 8.27|G0V  | 0.00|G0V  |  1.10|a|  1.10|a|HT Vir i=90
13461-3230|   1|AB |Chp   | 6.31|   7.851|"|106| 4.52|B5III| 5.97|B8V  |  6.50|a|  5.07|s|HR 5211, HD 120710
13461-3230|  12|Bab|S1    | 1.24|   2.485|m|  0| 6.06|B8V  | 0.00|     |  4.48|a|  0.59|m|SB 786
13472-1813|   1|Aab|S1    | 3.36|   0.033|"|  0| 7.53|G8III| 8.00|A3V  |  3.68|a|  3.90|s|SB 790
13472-1813|  12|Abc|S1,E  | 0.12|   0.185|m|  0| 8.00|A3V  | 0.00|     |  2.50|*|  1.40|*|SB 789, DL Vir, i84
13475-3126|   1|AB |Chp   | 7.24|  14.900|"|185| 4.73|B4IV | 8.35|A3Vm |  9.49|s|  2.81|s|H 51, CD-31 10727
13475-3126|  11|Aab|S1    | 0.84|   0.738|m|  0| 4.73|B4IV | 0.00|     |  8.68|a|  0.81|m|SB 792
13475-3126|  12|Bab|S1    | 0.68|   0.387|m|  0| 8.35|A3Vm | 0.00|     |  2.54|a|  0.27|m|SB 791
13568-5953|   1|AB |v     | 5.06|   0.870|"|234| 0.66|B1III| 4.03|     | 22.90|s|  4.61|v|VOU  31
13568-5953|  11|Aab|s2,v  | 2.79|   0.025|"|  0| 0.66|B1III| 0.00|     | 15.54|a|  7.36|:|Acta As. 32 371 1982
14040+3713|   1|AC |Cmhrp | 7.22|   9.470|"| 72| 9.01|F8   |10.60|0.53 |  2.22|s|  1.01|a|STT 276
14040+3713|  11|AB |v     | 5.38|   0.490|"|206| 9.01|F8   | 9.49|     |  1.18|a|  1.04|v|STT 276
14058+2534|   1|AB |v?    | 4.48|   1.100|"|  8| 4.83|F9IV | 0.00|     |  2.30|s|  0.72|:|PNOJap 2 459 1989
14058+2534|  11|Aab|S2    | 0.98|   4.681|m|  0| 5.40|F9IV | 5.90|     |  1.14|a|  1.16|q|SB 804
14080+2911|   1|BC |Cmph  | 6.90|  14.050|"|108| 8.61|F2   | 9.78|0.46 |  3.03|s|  1.10|a|STF 1812
14080+2911|  11|BA |v     | 4.40|   0.276|"|225| 8.61|F2   | 8.73|     |  1.54|a|  1.49|v|STT 277
14087-2846|   1|AB |Cmh   | 7.55|  17.860|"| 17| 8.96|F0?  | 9.85|     |  1.70|a|  2.30|s|HJ 4664, HD 124465
14087-2846|  12|BC |v     | 5.45|   0.590|"|253| 9.85|     |10.51|     |  1.30|*|  1.00|*|DAW 109
14097+5548|   1|AB |V     | 5.57|   3.560|"|  0| 8.92|K2V  | 9.27|K2V  |  1.53|s|  0.82|*|STF 1820
14097+5548|  11|Aab|S1    | 3.02|   0.061|"|  0| 9.18|K2V  |10.58|K6V  |  0.82|*|  0.71|*|PAZh 24 868 1998
14099+5215|   1|AB |Cmrhp | 6.49|  13.300|"|236| 4.54|A8IV | 6.69|F8V  |  1.86|a|  1.67|s|HR 5328, HD 124674
14099+5215|  12|Bab|S1    | 3.25|   0.072|"|  0| 6.69|F8V  | 0.00|     |  1.18|a|  0.49|m|SB 807
14109+1046|   1|AC |Chrp  | 5.87|   3.950|"|149| 9.70|K0V  | 9.75|0.85 |  1.48|s|  0.83|a|STF 1823
14109+1046|  11|AB |V     | 4.11|   0.210|"|148| 9.70|K0V  |10.20|     |  0.78|a|  0.70|v|A 1101
14124-2703|   1|AC |Cmh   | 6.19|   3.000|"|110| 9.74|F7V  | 9.80|     |  2.36|s|  2.60|s|HWE 33
14124-2703|  11|AB |v     | 5.39|   0.680|"|294| 9.74|F7V  | 9.96|     |  1.21|a|  1.15|v|SEE 502
14124-2703|  12|CD |v     | 5.02|   0.400|"|117| 9.80|     |10.31|     |  1.30|*|  1.30|*|HIPPARCOS
14137-1255|   1|AB |o     | 1.44|   0.006|"|120| 4.52|A2m  | 6.00|     |  5.19|s|  1.77|v|
14137-1255|  11|Aab|S2    | 0.29|   0.919|m|  0| 5.30|A2m  | 5.40|     |  2.76|a|  2.43|q|SB 811
14185+0854|   1|AB |Cmrph | 6.08|   6.250|"|194| 5.12|A0V  | 6.86|F0V  |  3.20|a|  3.24|s|HR 5385 HD 126128
14185+0854|  12|BC |V     | 4.16|   0.228|"|  0| 7.50|F0V  | 7.70|F2V  |  1.70|a|  1.54|a|BU 1111
14199-1931|   1|AB |Chmpr | 7.70|  35.100|"|296| 6.61|A2V  | 7.00|A4V  |  2.76|a|  4.02|s|HD 126366
14199-1931|  12|BC |v     | 5.49|   1.000|"| 93| 7.44|A4IV | 8.51|     |  2.32|a|  1.70|v|BU 225
14290+4937|   1|AC |Ch    | 6.40|   5.510|"|131| 8.06|F5   |11.65|     |  1.29|a|  0.90|s|STT 283
14290+4937|  12|BC |v     | 5.61|   1.210|"|140|11.70|     |12.40|     |  0.50|:|  0.40|:|HU 57
14308-4542|   1|AB |Chrp  | 7.92|  19.200|"| 25| 5.41|G8III| 8.47|A1V  |  7.03|s|  2.98|a|HD 128267
14308-4542|  11|AP |v     | 4.91|   0.169|"|339| 6.03|G8III| 6.32|     |  3.68|a|  3.35|v|FIN 318
14328-6025|   1|AC |Cmp   | 8.51| 150.000|'|  2|-0.01|G2V  |11.10|M5.5e|  1.78|s|  0.21|a|Proxima, V645 Cen
14328-6025|  11|AB |S2,V  | 4.46|  17.515|"|  0|-0.01|G2V  | 1.33|K1V  |  1.02|a|  0.76|a|HR 5460, HD 128621
14339+4809|   1|AC |Cpmr  | 8.15|  79.000|"|117| 9.90|G5   |10.02|K0   |  1.68|s|  0.78|a|ES 609, BD+48 2225
14339+4809|  11|AB |Chpr  | 6.38|   4.600|"| 12| 9.90|G5   |11.60|K0   |  0.90|a|  0.78|a|ES 609
14358+2224|   1|Aac|S1,V  | 3.53|   0.074|"|  0| 6.10|GIII | 0.00|     |  3.26|s|  1.82|*|AJ 102 2098 1991
14358+2224|  11|Aab|S1    | 2.01|   6.003|m|  0| 6.10|G0III| 0.00|     |  1.97|*|  1.29|*|AJ 102 2098 1991
14380+1955|   1|AC |Cmrp  | 7.68| 135.000|"|309| 9.12|K5   |11.42|M0   |  1.16|s|  0.47|a|BD+20 3009, LDS 968
14380+1955|  11|AB |V     | 4.27|   0.624|"|  0| 9.74|K5   |10.02|M0   |  0.69|a|  0.47|a|HU 575
14413-7007|   1|AB |Cmhp  | 7.24|  14.890|"|141| 8.71|G5V  | 9.56|0.61 |  1.56|s|  0.94|a|HJ 4697 HD 130141
14413-7007|  11|AC |v     | 5.43|   0.790|"|296| 8.71|G5V  |10.11|     |  0.90|a|  0.66|v|HEI 376
14417+4248|   1|AC |Cmp   | 7.76|  50.000|"|109| 7.34|F6V  |12.46|1.34 |  2.49|s|  0.63|a|DOB
14417+4248|  11|AB |V     | 4.51|   0.325|"|109| 8.07|F6V  | 8.12|     |  1.25|a|  1.24|v|STT 285
14463+4907|   1|AB |Chpr  | 5.69|   2.900|"| 45| 6.28|F6V  | 6.41|F5V  |  2.35|s|  2.34|s|STF 1890
14463+4907|  12|Bab|S2    | 1.11|   2.021|m|  0| 7.40|F5V  | 7.70|     |  1.29|a|  1.05| |SB 819
14504-3414|   1|AC |Ch    | 6.26|   6.500|"|114| 7.35|F8V  |14.00|     |  2.26|s|  0.33|v|B
14504-3414|  11|AB |V     | 4.16|   0.256|"|114| 7.95|F8V  | 8.28|     |  1.18|a|  1.08|v|I 227
14509+4543|   1|Aac|s,a   |     |   0.000|"|  0| 7.60|F5V  | 0.00|     |  2.11|s|  0.79|:|A&A 171 157 1987
14509+4543|  11|Aab|S1    | 0.55|   0.672|m|  0| 7.60|F5V  | 0.00|     |  1.29|a|  0.82|m|SB 821
14516-2058|   1|AB |Chmpr | 5.62|  22.000|"|304| 5.74|K4V  | 8.00|M2V  |  0.71|a|  0.94|s|HD 131976
14516-2058|  12|Bab|S2,V  | 2.49|   0.143|"|  0| 8.00|M2V  | 0.00|     |  0.55|*|  0.39|*|A&A 200 135 1988.
14566+5416|   1|AB |Cmph  | 7.73|  40.400|"|342| 6.82|F0IV | 7.93|F2IV |  3.40|s|  1.54|a|HD 132909 BD+54 1725
14566+5416|  11|Aab|s2,a  |     |   0.000| |  0| 7.30|F0IV | 7.30|     |  1.70|a|  1.70|v|ApJS 94 677 1994
15005+4803|   1|AB |V     | 4.91|   3.772|"| 40| 5.30|F9Vn | 6.10|G2V  |  1.14|a|  1.40|s|STF 1909
15005+4803|  12|Bab|S2,E  |-0.57|   0.712|m|  0| 6.10|G2V  | 6.10|G2V  |  0.95|*|  0.45|*|SB 826, i=68.1
15021-4454|   1|AB |V     | 4.42|   0.422|"|  0| 4.47|B3V  | 5.27|     | 16.31|s|  8.15|v|SEE 21
15021-4454|  11|Aab|e,s?  |     |   0.000|"|  0| 4.47|B3V  | 0.00|     | 10.96|a|  5.35|:|cf. BS, WH83
15036-0547|   1|AC |Cmh   | 6.61|   6.910|"|174| 8.93|F5   |12.56|     |  2.47|s|  0.56|v|HO 392
15036-0547|  11|AB |v     | 4.78|   0.388|"| 12| 8.93|F5   | 9.29|     |  1.29|a|  1.18|v|RST 4534
15059+6330|   1|AB |Chr   | 7.10|  17.900|"| 20| 6.80|F4III|10.80|     |  3.02|s|  0.55|v|STF 1918
15059+6330|  11|Aac|s,a   |     |   0.000| |  0| 6.80|F4III| 0.00|     |  2.18|s|  0.84|:|A&A 171 157 1987+HIP
15059+6330| 111|Aab|S1    | 0.39|   0.506|m|  0| 6.80|F4III| 0.00|     |  1.38|a|  0.80|m|SB 829+...
15065-1925|   1|AB |Chp   | 7.95|  57.800|"|111| 4.54|A0pSi| 9.82|0.74 |  3.30|s|  1.65|s|H 44
15065-1925|  11|AP |S1,A,V| 3.93|   0.129|"|  0| 5.10|A0pSi| 5.60|     |  3.20|a|  0.10|m|SB 831, B 2531
15065-1925|  12|BC |v     | 5.96|   1.900|"| 15|10.40|0.74 |10.90|     |  0.87|a|  0.78|v|BU 618
15099+6213|   1|AB |Chmrp | 6.85|  16.060|"|353| 7.88|F9V  | 8.60|G3V  |  2.14|s|  1.14|s|STF 1927
15099+6213|  11|Aab|E,S2  |-0.46|   0.187|m|  0| 7.88|F9V  | 8.50|F9V  |  1.00|*|  1.14|a|SB 834, BV Dra, i=76
15099+6213|  12|Bab|E,S2  |-0.53|   0.134|m|  0| 8.60|G3V  | 9.80|G3V  |  0.89|*|  0.25|*|SB 835, BW Dra, i=74
15116-4730|   1|BC |Cpm   | 7.00|  22.650|"|129| 4.92|B8V  | 6.77|0.13 |  8.77|s|  2.24|a|DUN 180, CP-47 9861
15116-4730|  11|BA |v     | 5.08|   1.101|"|311| 4.92|B8V  | 5.05|     |  4.48|a|  4.29|v|HJ 4753
15140+2712|   1|AB |V     | 4.83|   1.095|"|253| 7.33|G0V  | 7.37|G0V  |  1.80|s|  1.10|a|STF 1932
15140+2712|  11|Aab|v?    | 4.10|   0.339|"| 66| 7.33|G0V  | 0.00|     |  1.10|a|  0.70|:|CHARA 45
15159-4419|   1|AB |v     | 4.23|   0.266|"|180| 3.62|B2V  | 5.10|     | 24.70|s|  7.64|v|COP
15159-4419|  11|Aab|S2    | 0.66|   1.019|m|  0| 3.62|B2V  | 0.00|     | 13.24|a| 11.46|q|SB 839
15207+3742|   1|AB |Cmrph | 7.60| 108.900|"|171| 4.31|F1V  | 6.50|G0V  |  3.12|s|  2.04|s|HR 5734 HD 137392
15207+3742|  11|Aab|V,s,a | 3.14|   0.102|"|350| 5.01|F1V  | 5.11|     |  1.62|a|  1.50|*|CHARA 181
15207+3742|  12|BC |V,s?  | 4.98|   1.463|"| 15| 6.98|G0V  | 7.63|     |  1.10|a|  0.94|v|STF 1938
15227-0859|   1|AC |Cm    | 8.97|  20.200|'|343| 6.92|K2V  |15.25|1.84 |  1.97|s|  0.17|a|GL 586 C
15227-0859|  11|AB |Cmr   | 6.94|  52.000|"|133| 6.92|K2V  | 7.58|K2V  |  1.23|s|  0.74|a|HD 137778, GL 586B
15227-0859| 111|Aab|S2,v,a| 2.95|   0.098|"|  0| 6.92|K2V  | 0.00|     |  0.74|a|  0.49|q|A&A 254 L13 1992
15229-2831|   1|AC |Chp   | 6.49|   9.640|"|  8| 6.65|G0V  | 9.33|0.84 |  1.99|s|  0.84|a|HJ 4774
15229-2831|  11|AB |v     | 4.90|   0.750|"|318| 7.05|G0V  | 7.93|     |  1.10|a|  0.89|v|BU 1114
15250-3329|   1|AC |v     | 5.43|   1.540|"|130| 6.99|A2V  | 9.11|     |  5.35|s|  1.48|v|HWE 78
15250-3329|  11|AB |v     | 3.66|   0.094|"|  6| 7.65|A2V  | 7.85|     |  2.76|a|  2.59|v|B 2036
15272-2409|   1|AB |Chpm  | 6.64|   9.064|"|301| 7.00|A4V  | 7.06|F0V  |  2.32|a|  3.31|s|LAL 123
15272-2409|  12|BC |V     | 4.34|   0.235|"|  0| 7.80|F0V  | 8.00|     |  1.70|a|  1.61|v|SEE 238
15285-4050|   1|AB |V     | 4.73|   0.590|"|278| 3.50|B2IV | 3.60|     | 14.34|s| 12.74|v|HJ 4786
15285-4050|  11|Aab|S1    | 0.45|   0.549|m|  0| 3.50|B2IV | 0.00|     | 13.24|a|  1.10|m|SB 849
15324+6414|   1|AB |Ch    | 6.20|   3.310|"| 24| 7.57|A5V  | 9.80|     |  2.30|s|  1.13|v|STT 299
15324+6414|  11|Aab|S2,E  | 0.45|   0.422|m|  0| 8.18|A5V  | 8.48|     |  1.57|*|  0.73|*|SB 852, TW Dra i=85
15325+4008|   1|AC |Cmrp  | 7.52| 121.900|"|328| 7.43|K2V  | 7.60|K3V  |  1.55|s|  0.73|a|Gl 591 HD 139323
15325+4008|  11|AB |V     | 4.31|   0.785|"|328| 7.81|K2V  | 8.76|0.95 |  0.74|a|  0.81|a|STT 298
15333-0827|   1|AB |Chrp  | 6.01|  11.780|"|189| 6.48|F6V  | 6.50|F6IV |  2.02|s|  1.25|a|HR 5815, HD 139460
15333-0827|  11|Aab|s     | 3.08|   0.112|"|  0| 6.48|F6V  | 0.00|     |  1.25|a|  0.77|:|BS, T98
15344+3633|   1|AC |Cmhpr | 7.04|  15.300|"| 86| 7.73|F5V  | 7.68|F5   |  3.33|s|  2.80|s|STF 1964
15344+3633|  11|AB |v     | 5.39|   1.000|"| 82| 7.84|F5V  |10.24|G4V  |  2.67|s|  0.66|*|HU 1167
15344+3633|  12|CD |v     | 5.73|   1.584|"| 18| 8.02|F3V  | 9.12|F8V  |  1.41|*|  1.39|s|STF 1964
15344+3633| 111|Aab|S2    | 0.51|   0.521|m|  0| 8.50|F4V  | 8.70|F5V  |  1.35|*|  1.32|*|PAZh 24 918 1998
15344+3633| 122|Da |S1    | 1.15|   1.114|m|  0| 9.12|F7V  | 0.00|     |  1.26|*|  0.13|m|PAZh 24 918 1988
15356+3657|   1|AB |Chmrp | 6.39|   6.324|"|305| 5.07|B7V  | 6.00|B9V  | 10.88|s|  5.90|s|HR 5833 HD 139891
15356+3657|  11|Aab|S2    | 1.10|   1.619|m|  0| 5.88|B7V  | 5.76|B6V  |  5.12|a|  5.76|a|SB 856
15356+3657|  12|Bab|s1?   | 0.82|   0.859|m|  0| 6.00|B9V  | 0.00|     |  3.84|a|  2.06|:|ApJ 222 556 1972
15361-5131|   1|AB |Chm   | 7.49|  12.600|"|148| 9.00|F0IV |10.30|F0   |  1.70|a|  2.70|s|CD-51 9412, HJ 4794
15361-5131|  12|Bab|E     | 0.93|   0.000| |  0|10.30|F0   | 0.00|     |  1.70|a|  1.00|:|HH Nor
15369+0047|   1|AB |V     | 4.29|   0.150|"|  0| 8.00|A5m  | 8.00|     |  3.30|s|  2.10|v|A 2176
15369+0047|  11|Aab|s1    | 0.86|   0.713|m|  0| 8.00|A5m  | 0.00|     |  2.10|a|  1.20|:|Fekel 79, PhD. SB-
15371+2000|   1|AB |V     | 3.91|   0.210|"|250| 5.21|A1V  | 5.34|     |  4.62|s|  2.86|v|HU 580
15371+2000|  11|Aab|s     |     |   0.000|"|  0| 5.21|A1V  | 0.00|     |  2.98|a|  1.64|:|ApJS 46 247 1981
15401-2744|   1|BC |Cmp   | 7.48|  50.700|"|214| 6.51|F2IV | 9.26|G0   |  4.92|s|  1.10|a|CD-27 10549
15401-2744|  11|BA |v     | 4.61|   0.579|"|352| 7.05|F2IV | 7.53|     |  2.46|s|  2.46|s|BU 620
15401-2744| 111|Bab|v     | 4.08|   0.203|"|108| 7.05|F2IV | 0.00|     |  1.54|a|  0.92|:|CHARA 50
15453+2526|   1|AB |Cmrph | 7.40|  13.870|"|356| 8.72|0.63 |10.63|G8V  |  2.20|s|  0.83|a|STF 1977
15453+2526|  11|Aac|s2    | 4.89|   0.266|"|  0| 8.85|G2IV |10.75|G8V  |  1.37|s|  0.83|*|Obs. 113 128 1993
15453+2526| 111|Aab|S1    | 0.67|   0.346|m|  0| 8.85|G2IV | 0.00|M2V? |  1.00|*|  0.37|a|Obs. 113 128 1993
15492-1905|   1|AB |v     | 5.04|   0.550|"|121| 6.10|B5V  | 8.11|     |  9.67|s|  3.26|v|HU 1274
15492-1905|  11|Aab|S1    | 1.40|   1.854|m|  0| 6.10|B5V  | 0.00|     |  6.40|a|  3.27|:|ApJS 74 551 1990
15535-3807|   1|AC |Cmhp  | 8.31| 115.000|"|248| 3.41|B2IV | 9.27|F5V  | 15.34|s|  1.29|a|HD 143099
15535-3807|  11|AB |Cmhpr | 7.00|  15.000|"| 20| 3.41|B2IV | 7.87|A5Vp | 13.24|a|  2.10|a|RMK 21
15544-2220|   1|Aac|V,s   | 3.59|   0.107|"|  0| 2.45|B0IV | 4.68|     | 26.13|s|  7.67|v|BLA
15544-2220|  11|Aab|s3,o  | 1.74|   5.746|m|  0| 2.45|B0IV | 0.00|     | 17.80|a|  8.33|:|ApJS 64 487 1987
15554-5730|   1|AC |Cmhp  | 6.24|  10.900|"|244| 4.63|A7IV | 8.02|0.73 |  3.59|s|  0.88|a|HJ 4825
15554-5730|  11|AB |V     | 3.99|   0.366|"|244| 5.14|A7IV | 5.70|     |  1.94|a|  1.65|v|SEE 258
