#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-12-03T22:50:01 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5de6e5ee89d3	
#INFO	-out.max=unlimited	
#INFO	queryParameters=50	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-nav=cat:J/PASP/116/1012&tab:{J/PASP/116/1012/cat1}&tab:{J/PASP/116/1012/crossid}&key:source=J/PASP/116/1012/cat1&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/PASP/116/1012/cat1,J/PASP/116/1012/crossid
#-order=I
#-out=n_SMV
#-out=SMV
#-joincol={J/PASP/116/1012/cat1}.{SMV}
#-joincol=SMV
#-joincol={J/PASP/116/1012/crossid}.{SMV}
#-outjoin={J/PASP/116/1012/crossid}.{SMV}
#-out=Xpos
#-out=Ypos
#-out=Umag
#-out=e_Umag
#-out=o_Umag
#-out=Bmag
#-out=e_Bmag
#-out=o_Bmag
#-out.all=2
#-out=Vmag
#-out=e_Vmag
#-out=o_Vmag
#-out=Rmag
#-out=e_Rmag
#-out=o_Rmag
#-out=Imag
#-out=e_Imag
#-out=o_Imag
#-out=Memb
#-out=Npm
#-out=RAJ2000
#-out=DEJ2000
#-out=S62
#-out=Sh65
#-out=C68
#-out=UMK
#-out=MT
#-out=E
#-out=PKM
#-out=DGV
#-out=S99
#-out=KS
#-out=Name
#-out.all=2
#

#RESOURCE=join
#Name: #Join
#Title:  Join tables J/PASP/116/1012/cat1,J/PASP/116/1012/crossid
#
#Table	J_PASP_116_1012_cat1_J_PASP_116_1012_crossid:
#Name: J/PASP/116/1012/cat1,J/PASP/116/1012/crossid
#Title:
#Column	recno1	(I8)	Record number assigned by the VizieR team. Should Not be used for identification. [NULL integer written as an empty string]	[ucd=meta.record]
#Column	n_SMV1	(A1)	Simbad column added by the CDS	[ucd=meta.note]
#Column	SMV1	(I7)	Sequential ID number [NULL integer written as an empty string]	[ucd=meta.id;meta.main]
#Column	Xpos1	(F7.1)	X pixel coordinate (G1)	[ucd=pos.cartesian.x;instr.det]
#Column	Ypos1	(F7.1)	Y pixel coordinate (G1)	[ucd=pos.cartesian.y;instr.det]
#Column	Umag1	(F6.3)	? U magnitude	[ucd=phot.mag;em.opt.U]
#Column	e_Umag1	(F6.4)	? U standard error of the mean	[ucd=stat.error;phot.mag;em.opt.U]
#Column	o_Umag1	(I2)	U number of measurements [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Bmag1	(F6.3)	? B magnitude	[ucd=phot.mag;em.opt.B]
#Column	e_Bmag1	(F6.4)	? B standard error of the mean	[ucd=stat.error;phot.mag;em.opt.B]
#Column	o_Bmag1	(I2)	B number of measurements [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Vmag1	(F6.3)	? V magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag1	(F6.4)	? V standard error of the mean	[ucd=stat.error;phot.mag;em.opt.V]
#Column	o_Vmag1	(I2)	V number of measurements [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Rmag1	(F6.3)	? R magnitude	[ucd=phot.mag;em.opt.R]
#Column	e_Rmag1	(F6.4)	? R standard error of the mean	[ucd=stat.error;phot.mag;em.opt.R]
#Column	o_Rmag1	(I2)	R number of measurements [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Imag1	(F6.3)	? I magnitude	[ucd=phot.mag;em.opt.I]
#Column	e_Imag1	(F6.4)	? I standard error of the mean	[ucd=stat.error;phot.mag;em.opt.I]
#Column	o_Imag1	(I1)	I number of measurements [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Memb1	(I3)	? Mean membership probability in % [NULL integer written as an empty string]	[ucd=stat]
#Column	Npm1	(I1)	Number of independent measures of the proper motion [NULL integer written as an empty string]	[ucd=meta.number]
#Column	RAJ20001	(A11)	Hour of right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ20001	(A11)	Degree of declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	recno2	(I8)	Record number assigned by the VizieR team. Should Not be used for identification. [NULL integer written as an empty string]	[ucd=meta.record]
#Column	SMV2	(I7)	Sequential ID number [NULL integer written as an empty string]	[ucd=meta.id;meta.main]
#Column	S622	(a7)	Object number in Sandage, 1962ApJ...135..333S (1)	[ucd=meta.id]
#Column	Sh652	(I2)	? Object number in Sharov, 1965SoSht.142...20S [NULL integer written as an empty string]	[ucd=meta.id]
#Column	C682	(I3)	? Object number in Cannon 1968, unpublished dissertation [NULL integer written as an empty string]	[ucd=meta.id]
#Column	UMK2	(I3)	? Object number in Upgren, Mesrobian & Kerridge 1972AJ.....77...74U (2) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	MT2	(a7)	Object number in McClure & Twarog 1977ApJ...214..111M (3)	[ucd=meta.id]
#Column	E2	(a6)	Object number in Caputo et al. 1990AJ.....99..261C (4)	[ucd=meta.id]
#Column	PKM2	(I4)	? Object number in Platais et al. 2003, Cat. <J/AJ/126/2922> (5) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	DGV2	(I4)	? Object number in Dinescu et al. 1996AJ....111.1205D (6) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	S992	(I4)	? Object number in Sarajedini et al. 1999AJ....118.2894S [NULL integer written as an empty string]	[ucd=meta.id]
#Column	KS2	(A3)	Object number in Catalogued variables	[ucd=meta.id]
#Column	Name2	(a8)	Other name	[ucd=meta.id]
recno|n_SMV|SMV|Xpos|Ypos|Umag|e_Umag|o_Umag|Bmag|e_Bmag|o_Bmag|Vmag|e_Vmag|o_Vmag|Rmag|e_Rmag|o_Rmag|Imag|e_Imag|o_Imag|Memb|Npm|RAJ2000|DEJ2000|recno|SMV|S62|Sh65|C68|UMK|MT|E|PKM|DGV|S99|KS|Name
     709|x|   1327| 1333.9| 2808.1|      |      | 0|20.032|0.0177| 1|19.240|0.0163| 1|      |      | 0|      |      |0| 25|1|00 30 03.05|+85 06 41.5|     709|   1327|       |  |   |   |       |      |2929|    |    |   |
     710|x|   1328| 1335.4| 6078.5|      |      | 0|19.233|0.0157| 1|18.377|0.0188| 1|      |      | 0|      |      |0|  0|1|00 28 17.11|+85 33 51.6|     710|   1328|       |  |   |   |       |      |  99|    |    |   |
     711|x|   1329| 1335.5| 4483.3|      |      | 0|20.250|0.0624| 1|19.010|0.0850| 1|      |      | 0|      |      |0|   |0|00 29 11.70|+85 20 36.7|     711|   1329|       |  |   |   |       |      |2837|    |    |   |
     712|x|   1332| 1335.8| 4776.8|      |      | 0|20.708|0.0192| 1|19.771|0.0176| 1|      |      | 0|      |      |0|  0|1|00 29 02.20|+85 23 02.9|     712|   1332|       |  |   |   |       |      |2814|    |    |   |
     713|x|   1333| 1335.9| 2558.9|      |      | 0|20.768|0.0233| 1|19.337|0.0164| 1|      |      | 0|      |      |0|  0|1|00 30 11.17|+85 04 37.3|     713|   1333|       |  |   |   |       |      |7417|    |    |   |
     714|x|   1336| 1337.1| 4000.7|      |      | 0|21.204|0.0210| 1|20.273|0.0164| 1|      |      | 0|      |      |0|  2|1|00 29 27.84|+85 16 36.1|     714|   1336|       |  |   |   |       |      |2866|    |    |   |
     715|x|   1337| 1337.1| 2156.8|      |      | 0|19.706|0.0163| 1|18.891|0.0163| 1|      |      | 0|      |      |0|  0|1|00 30 23.21|+85 01 16.9|     715|   1337|       |  |   |   |       |      |7433|    |    |   |
     716|x|   1338| 1337.6| 3457.5|      |      | 0|18.438|0.0163| 1|17.615|0.0165| 1|      |      | 0|      |      |0|  0|1|00 29 44.97|+85 12 05.4|     716|   1338|       |  |   |   |       |      |2892|    |    |   |
     717|x|   1339| 1338.0| 2065.6|      |      | 0|21.175|0.0247| 1|19.760|0.0160| 1|      |      | 0|      |      |0|   |0|00 30 26.13|+85 00 31.4|     717|   1339|       |  |   |   |       |      |7437|    |    |   |
     718|x|   1340| 1338.0| 4575.6|      |      | 0|18.709|0.0160| 1|18.142|0.0165| 1|      |      | 0|      |      |0|  7|1|00 29 09.73|+85 21 22.7|     718|   1340|       |  |   |   |       |      |2830|    |    |   |
     719|x|   1341| 1338.2| 1863.8|      |      | 0|15.641|0.0168| 1|14.949|0.0183| 1|      |      | 0|      |      |0| 17|1|00 30 31.90|+84 58 50.8|     719|   1341|       |  |   |   |       |      |7453|    |    |   |
     720|x|   1342| 1338.2| 3182.0|      |      | 0|18.383|0.0179| 1|17.764|0.0169| 1|      |      | 0|      |      |0|  0|1|00 29 53.60|+85 09 48.1|     720|   1342|       |  |   |   |       |      |2906|    |    |   |
     721|x|   1343| 1338.6| 5048.4|      |      | 0|14.345|0.0185| 2|13.448|0.0158| 2|      |      | 0|      |      |0|  0|2|00 28 54.27|+85 25 18.4|     721|   1343|       |  |684|   |       |      |2801|    |    |   |
     722|x|   1344| 1338.7| 4720.1|      |      | 0|      |      | 0|20.913|0.0150| 1|      |      | 0|      |      |0|   |0|00 29 05.26|+85 22 34.8|     722|   1344|       |  |   |   |       |      |3462|    |    |   |
     723|x|   1349| 1341.6| 1564.5|      |      | 0|20.372|0.0179| 1|19.462|0.0170| 1|      |      | 0|      |      |0|   |0|00 30 41.50|+84 56 21.7|     723|   1349|       |  |   |   |       |      |7464|    |    |   |
     724|x|   1350| 1341.9| 4701.8|      |      | 0|15.333|0.0162| 1|14.612|0.0161| 1|      |      | 0|      |      |0| 23|2|00 29 07.18|+85 22 25.8|     724|   1350|       |  |   |  9|       |      |2820|    |    |   |
     725|x|   1353| 1344.8| 1485.5|      |      | 0|19.751|0.0160| 1|19.088|0.0154| 1|      |      | 0|      |      |0|   |0|00 30 44.87|+84 55 42.4|     725|   1353|       |  |   |   |       |      |7468|    |    |   |
     726|x|   1354| 1344.8| 3165.3|      |      | 0|      |      | 0|20.935|0.0150| 1|      |      | 0|      |      |0|   |0|00 29 56.68|+85 09 40.0|     726|   1354|       |  |   |   |       |      |3598|    |    |   |
     727|x|   1355| 1345.2| 3049.6|      |      | 0|21.298|0.0288| 1|20.039|0.0198| 1|      |      | 0|      |      |0|  8|1|00 30 00.29|+85 08 42.3|     727|   1355|       |  |   |   |       |      |2916|    |    |   |
     728|x|   1356| 1345.4| 5656.6|      |      | 0|18.900|0.0192| 1|17.885|0.0227| 1|      |      | 0|      |      |0|  0|1|00 28 36.31|+85 30 21.8|     728|   1356|       |  |   |   |       |      | 119|    |    |   |
     729|x|   1357| 1345.5| 5466.0|      |      | 0|18.019|0.0158| 1|17.403|0.0201| 1|      |      | 0|      |      |0|  0|1|00 28 42.93|+85 28 46.8|     729|   1357|       |  |   |   |       |      | 131|    |    |   |
     730|x|   1359| 1346.8| 1558.0|      |      | 0|21.627|0.0150| 1|21.173|0.0150| 1|      |      | 0|      |      |0|   |0|00 30 43.62|+84 56 18.6|     730|   1359|       |  |   |   |       |      |7466|    |    |   |
     731|x|   1361| 1347.3| 5950.7|      |      | 0|21.446|0.0223| 1|20.888|0.0227| 1|      |      | 0|      |      |0|   |0|00 28 26.77|+85 32 48.4|     731|   1361|       |  |   |   |       |      | 104|    |    |   |
     732|x|   1362| 1347.5| 5652.6|      |      | 0|21.104|0.0150| 1|19.603|0.0213| 1|      |      | 0|      |      |0|   |0|00 28 37.31|+85 30 19.8|     732|   1362|       |  |   |   |       |      | 120|    |    |   |
     733|x|   1363| 1347.8| 3518.6|      |      | 0|17.724|0.0164| 1|16.962|0.0163| 1|      |      | 0|      |      |0| 63|1|00 29 47.15|+85 12 36.2|     733|   1363|       |  |   |   |       |      |2890|    |    |   |
     734|x|   1364| 1348.0| 5466.5|      |      | 0|      |      | 0|19.415|0.0150| 1|      |      | 0|      |      |0|  0|1|00 28 43.98|+85 28 47.2|     734|   1364|       |  |   |   |       |      | 586|    |    |   |
     735|x|   1365| 1348.4| 5072.9|      |      | 0|21.841|0.0150| 1|20.296|0.0192| 1|      |      | 0|      |      |0|   |0|00 28 57.51|+85 25 31.0|     735|   1365|       |  |   |   |       |      |2799|    |    |   |
     736|x|   1367| 1350.0| 4391.7|      |      | 0|21.296|0.0216| 1|20.085|0.0201| 1|      |      | 0|      |      |0|  1|1|00 29 20.59|+85 19 51.5|     736|   1367|       |  |   |   |       |      |2844|    |    |   |
     737|x|   1375| 1353.9| 4723.4|      |      | 0|21.544|0.0228| 1|19.943|0.0178| 1|      |      | 0|      |      |0|  0|1|00 29 11.41|+85 22 37.0|     737|   1375|       |  |   |   |       |      |2819|    |    |   |
     738|x|   1379| 1356.2| 5687.7|      |      | 0|15.171|0.0179| 1|14.072|0.0174| 1|      |      | 0|      |      |0|  0|1|00 28 39.78|+85 30 37.7|     738|   1379|       |  |   |   |       |      | 117|    |    |   |
     739|x|   1380| 1356.2| 1813.1|      |      | 0|21.824|0.0150| 1|20.440|0.0173| 1|      |      | 0|      |      |0|   |0|00 30 40.16|+84 58 26.2|     739|   1380|       |  |   |   |       |      |7457|    |    |   |
     740|x|   1383| 1359.3| 4027.1|      |      | 0|18.053|0.0160| 1|17.104|0.0160| 1|      |      | 0|      |      |0|  0|1|00 29 36.00|+85 16 50.2|     740|   1383|       |  |   |   |       |      |2864|    |    |   |
     741|x|   1384| 1359.4|  658.4|      |      | 0|11.543|0.1010| 1|10.860|0.0638| 1|      |      | 0|      |      |0|  0|1|00 31 12.36|+84 48 50.5|     741|   1384|       |  |224|   |       |      |    |    |    |   |
     742|x|   1387| 1360.4| 3718.6|      |      | 0|19.607|0.0158| 1|18.372|0.0160| 1|      |      | 0|      |      |0|  0|1|00 29 46.04|+85 14 16.4|     742|   1387|       |  |   |   |       |      |2878|    |    |   |
     743|x|   1393| 1362.8| 6221.3|      |      | 0|20.305|0.0164| 1|19.272|0.0167| 1|      |      | 0|      |      |0| 13|1|00 28 23.76|+85 35 03.9|     743|   1393|       |  |   |   |       |      |  97|    |    |   |
     744|x|   1394| 1362.9| 3097.8|      |      | 0|21.651|0.0150| 1|20.894|0.0362| 1|      |      | 0|      |      |0|   |0|00 30 05.83|+85 09 07.0|     744|   1394|       |  |   |   |       |      |3636|    |    |   |
     745|x|   1395| 1363.0| 2076.1|      |      | 0|18.946|0.0176| 1|18.099|0.0166| 1|      |      | 0|      |      |0|  0|1|00 30 35.41|+85 00 37.6|     745|   1395|       |  |   |   |       |      |7436|    |    |   |
     746|x|   1396| 1363.0| 3752.6|      |      | 0|21.971|0.0404| 1|20.452|0.0187| 1|      |      | 0|      |      |0|   |0|00 29 46.03|+85 14 33.5|     746|   1396|       |  |   |   |       |      |3540|    |    |   |
     747|x|   1398| 1363.5| 2501.0|      |      | 0|20.288|0.0201| 1|19.669|0.0164| 1|      |      | 0|      |      |0|  0|1|00 30 23.51|+85 04 09.5|     747|   1398|       |  |   |   |       |      |7420|    |    |   |
     748|x|   1399| 1364.2| 5786.2|      |      | 0|16.264|0.0162| 1|15.649|0.0168| 1|      |      | 0|      |      |0|  0|1|00 28 39.75|+85 31 27.1|     748|   1399|       |  |   |   |       |      | 113|    |    |   |
     749|x|   1400| 1364.5| 5456.8|      |      | 0|21.134|0.0183| 1|19.776|0.0192| 1|      |      | 0|      |      |0|   |0|00 28 51.27|+85 28 43.0|     749|   1400|       |  |   |   |       |      | 132|    |    |   |
     750|x|   1403| 1365.4| 1872.6|      |      | 0|21.084|0.0159| 1|19.797|0.0154| 1|      |      | 0|      |      |0|   |0|00 30 41.98|+84 58 56.2|     750|   1403|       |  |   |   |       |      |7452|    |    |   |
     751|x|   1406| 1366.3| 4316.9|      |      | 0|20.097|0.0168| 1|18.510|0.0164| 1|      |      | 0|      |      |0|  0|1|00 29 29.63|+85 19 14.9|     751|   1406|       |  |   |   |       |      |2851|    |    |   |
     752|x|   1408| 1366.8| 3721.3|      |      | 0|19.956|0.0168| 1|19.288|0.0158| 1|      |      | 0|      |      |0|  0|1|00 29 48.50|+85 14 18.0|     752|   1408|       |  |   |   |       |      |2877|    |    |   |
     753|x|   1413| 1370.6| 3121.9|      |      | 0|15.665|0.0172| 1|14.940|0.0164| 1|      |      | 0|      |      |0|  0|2|00 30 08.14|+85 09 19.3|     753|   1413|       |  |   | 11|       |      |2911|    |    |   |
     754|x|   1414| 1370.7| 4373.4|      |      | 0|13.812|0.0440| 2|12.596|0.0206| 2|      |      | 0|      |      |0|  0|3|00 29 29.62|+85 19 43.2|     754|   1414|       |  |596| 10|       |      |2845|    |    |   |
     755|x|   1416| 1371.5| 1474.6|      |      | 0|19.268|0.0168| 1|18.539|0.0153| 1|      |      | 0|      |      |0|   |0|00 30 55.22|+84 55 37.9|     755|   1416|       |  |   |   |       |      |7469|    |    |   |
     756|x|   1422| 1373.5| 3787.5|      |      | 0|20.272|0.0169| 1|19.345|0.0160| 1|      |      | 0|      |      |0|  0|1|00 29 49.17|+85 14 51.3|     756|   1422|       |  |   |   |       |      |2876|    |    |   |
     757|x|   1425| 1375.7| 1780.7|      |      | 0|20.786|0.0153| 1|19.347|0.0175| 1|      |      | 0|      |      |0|   |0|00 30 48.43|+84 58 10.8|     757|   1425|       |  |   |   |       |      |7841|    |    |   |
     758|x|   1428| 1376.6| 1914.4|      |      | 0|18.812|0.0163| 1|17.729|0.0165| 1|      |      | 0|      |      |0|  0|1|00 30 45.10|+84 59 17.5|     758|   1428|       |  |   |   |       |      |7446|    |    |   |
     759|x|   1430| 1377.6| 6367.2|      |      | 0|16.436|0.0157| 1|15.656|0.0179| 1|      |      | 0|      |      |0|  0|1|00 28 24.94|+85 36 17.2|     759|   1430|       |  |   |   |       |      |  93|    |    |   |
     760|x|   1431| 1378.7| 4034.6|      |      | 0|18.276|0.0167| 1|17.096|0.0157| 1|      |      | 0|      |      |0|  0|1|00 29 43.57|+85 16 54.7|     760|   1431|       |  |   |   |       |      |2863|    |    |   |
     761|x|   1432| 1379.1| 6522.9|      |      | 0|14.873|0.1010| 1|14.010|0.0638| 1|      |      | 0|      |      |0|  0|1|00 28 19.94|+85 37 34.8|     761|   1432|       |  |769|   |       |      |    |    |    |   |
     762|x|   1433| 1380.2| 6083.9|      |      | 0|21.739|0.0256| 1|20.172|0.0234| 1|      |      | 0|      |      |0|   |0|00 28 36.17|+85 33 56.1|     762|   1433|       |  |   |   |       |      | 525|    |    |   |
     763|x|   1435| 1381.9| 2602.2|      |      | 0|14.620|0.0221| 2|13.876|0.0150| 2|      |      | 0|      |      |0| 31|3|00 30 27.74|+85 05 00.6|     763|   1435|       |  |413| 12|       |      |7416|    |    |   |
     764|x|   1436| 1382.1| 3182.4|      |      | 0|16.628|0.0175| 2|15.801|0.0161| 2|      |      | 0|      |      |0| 33|2|00 30 10.89|+85 09 49.9|     764|   1436|       |  |   |   |       |      |2905|1077|    |   |
     765|x|   1442| 1387.5| 4943.9|      |      | 0|19.308|0.0173| 1|18.209|0.0158| 1|      |      | 0|      |      |0|  0|1|00 29 18.07|+85 24 28.3|     765|   1442|       |  |   |   |       |      |2805|    |    |   |
     766|x|   1444| 1388.1| 3678.4|      |      | 0|19.063|0.0167| 1|17.613|0.0157| 1|      |      | 0|      |      |0|  2|1|00 29 58.35|+85 13 57.4|     766|   1444|       |  |   |   |       |      |2880|    |    |   |
     767|x|   1446| 1389.8| 2860.6|      |      | 0|15.175|0.0183| 2|14.457|0.0152| 2|      |      | 0|      |      |0|  0|3|00 30 23.33|+85 07 09.8|     767|   1446|       |  |419| 13|       |      |2925|    |    |   |
     768|x|   1447| 1390.3| 2727.4|      |      | 0|21.740|0.0150| 1|20.536|0.0331| 1|      |      | 0|      |      |0|   |0|00 30 27.39|+85 06 03.3|     768|   1447|       |  |   |   |       |      |7401|    |    |   |
     769|x|   1449| 1391.3| 5337.7|      |      | 0|21.495|0.0151| 1|20.968|0.0191| 1|      |      | 0|      |      |0|   |0|00 29 06.59|+85 27 44.7|     769|   1449|       |  |   |   |       |      | 139|    |    |   |
     770|x|   1450| 1392.4| 5452.2|      |      | 0|      |      | 0|20.897|0.0150| 1|      |      | 0|      |      |0|   |0|00 29 03.17|+85 28 41.8|     770|   1450|       |  |   |   |       |      | 564|    |    |   |
     771|x|   1452| 1393.5| 4487.5|      |      | 0|20.070|0.0163| 1|18.555|0.0158| 1|      |      | 0|      |      |0|  0|1|00 29 35.32|+85 20 41.0|     771|   1452|       |  |   |   |       |      |2836|    |    |   |
     772|x|   1453| 1393.8| 2554.4|      |      | 0|19.845|0.0352| 1|18.842|0.0270| 1|      |      | 0|      |      |0|   |0|00 30 33.70|+85 04 37.2|     772|   1453|       |  |   |   |       |      |7419|    |    |   |
     773|x|   1459| 1395.1| 2975.1|      |      | 0|21.043|0.0150| 1|19.556|0.0411| 1|      |      | 0|      |      |0|   |0|00 30 22.09|+85 08 07.0|     773|   1459|       |  |   |   |       |      |2920|    |    |   |
     774|x|   1461| 1395.8| 1541.9|      |      | 0|17.398|0.0183| 1|16.376|0.0170| 1|      |      | 0|      |      |0|   |0|00 31 02.55|+84 56 12.4|     774|   1461|       |  |   |   |       |      |7467|    |    |   |
     775|x|   1463| 1396.4| 2456.9|      |      | 0|19.234|0.0190| 1|18.312|0.0158| 1|      |      | 0|      |      |0|  1|1|00 30 37.49|+85 03 48.7|     775|   1463|       |  |   |   |       |      |7424|    |    |   |
     776|x|   1465| 1398.3| 2266.4|      |      | 0|20.779|0.0205| 1|19.475|0.0161| 1|      |      | 0|      |      |0|   |0|00 30 43.60|+85 02 13.8|     776|   1465|       |  |   |   |       |      |7429|    |    |   |
     777|x|   1466| 1401.3| 5684.0|      |      | 0|19.234|0.0162| 1|18.178|0.0167| 1|      |      | 0|      |      |0|  1|1|00 28 59.05|+85 30 37.7|     777|   1466|       |  |   |   |       |      | 118|    |    |   |
     778|x|   1468| 1402.9| 3341.1|      |      | 0|22.149|0.0150| 1|20.599|0.0188| 1|      |      | 0|      |      |0|   |0|00 30 14.38|+85 11 09.8|     778|   1468|       |  |   |   |       |      |3599|    |    |   |
     779|x|   1471| 1403.8| 4690.2|      |      | 0|17.037|0.0157| 1|16.271|0.0156| 1|      |      | 0|      |      |0|  0|1|00 29 33.05|+85 22 22.4|     779|   1471|       |  |   |   |       |      |2821|    |    |   |
     780|x|   1472| 1404.4| 4935.9|      |      | 0|15.966|0.0159| 1|15.303|0.0155| 1|      |      | 0|      |      |0|  0|1|00 29 25.34|+85 24 24.9|     780|   1472|       |  |   |   |       |      |2807|    |    |   |
     781|x|   1475| 1406.9| 4623.1|      |      | 0|21.849|0.0172| 1|21.143|0.0216| 1|      |      | 0|      |      |0|   |0|00 29 36.47|+85 21 49.1|     781|   1475|       |  |   |   |       |      |2828|    |    |   |
     782|x|   1477| 1408.4| 2490.9|      |      | 0|21.567|0.0258| 1|19.974|0.0174| 1|      |      | 0|      |      |0|   |0|00 30 41.17|+85 04 06.1|     782|   1477|       |  |   |   |       |      |7487|    |    |   |
     783|x|   1479| 1409.1| 5037.4|      |      | 0|18.136|0.0166| 1|17.357|0.0157| 1|      |      | 0|      |      |0|  0|1|00 29 24.00|+85 25 15.7|     783|   1479|       |  |   |   |       |      |2802|    |    |   |
     784|x|   1480| 1409.4| 4588.7|      |      | 0|19.547|0.0162| 1|19.062|0.0159| 1|      |      | 0|      |      |0|  0|1|00 29 38.60|+85 21 32.1|     784|   1480|       |  |   |   |       |      |2829|    |    |   |
     785|x|   1481| 1410.3| 2168.4|      |      | 0|18.123|0.0167| 1|16.816|0.0163| 1|      |      | 0|      |      |0|  0|1|00 30 50.93|+85 01 25.4|     785|   1481|       |  |   |   |       |      |7505|    |    |   |
     786|x|   1482| 1410.4| 1829.1|      |      | 0|22.048|0.0150| 1|20.516|0.0247| 1|      |      | 0|      |      |0|   |0|00 31 00.28|+84 58 36.1|     786|   1482|       |  |   |   |       |      |7840|    |    |   |
     787|x|   1484| 1412.6| 2111.9|      |      | 0|20.250|0.0166| 1|19.555|0.0168| 1|      |      | 0|      |      |0|   |0|00 30 53.36|+85 00 57.3|     787|   1484|       |  |   |   |       |      |7508|    |    |   |
     788|x|   1485| 1412.8| 1593.6|      |      | 0|20.385|0.0157| 1|19.718|0.0154| 1|      |      | 0|      |      |0|   |0|00 31 07.55|+84 56 38.8|     788|   1485|       |  |   |   |       |      |7463|    |    |   |
     789|x|   1486| 1414.6| 5241.3|      |      | 0|20.584|0.0150| 1|19.811|0.0400| 1|      |      | 0|      |      |0|   |0|00 29 19.56|+85 26 57.6|     789|   1486|       |  |   |   |       |      | 500|    |    |   |
     790|x|   1491| 1417.1| 2549.7|      |      | 0|20.823|0.0619| 1|20.292|0.0544| 1|      |      | 0|      |      |0|   |0|00 30 42.89|+85 04 35.7|     790|   1491|       |  |   |   |       |      |7482|    |    |   |
     791|x|   1492| 1417.3| 5156.9|      |      | 0|17.755|0.0181| 1|16.595|0.0156| 1|      |      | 0|      |      |0|  0|1|00 29 23.46|+85 26 15.6|     791|   1492|       |  |   |   |       |      |2789|    |    |   |
     792|x|   1493| 1418.1| 2922.4|      |      | 0|      |      | 0|20.584|0.0150| 1|      |      | 0|      |      |0|   |0|00 30 32.61|+85 07 41.6|     792|   1493|       |  |   |   |       |      |3041|    |    |   |
     793|x|   1496| 1420.6| 6255.2|      |      | 0|19.944|0.0194| 1|18.687|0.0175| 1|      |      | 0|      |      |0|  0|1|00 28 47.52|+85 35 23.1|     793|   1496|       |  |   |   |       |      | 499|    |    |   |
     794|x|   1497| 1420.7| 5788.9|      |      | 0|22.352|0.0150| 1|20.791|0.0246| 1|      |      | 0|      |      |0|   |0|00 29 03.73|+85 31 30.8|     794|   1497|       |  |   |   |       |      | 543|    |    |   |
     795|x|   1500| 1421.7| 2202.1|      |      | 0|20.115|0.0263| 1|19.293|0.0185| 1|      |      | 0|      |      |0|  1|1|00 30 54.38|+85 01 42.6|     795|   1500|       |  |   |   |       |      |7502|    |    |   |
     796|x|   1501| 1422.1| 2010.2|      |      | 0|21.451|0.0381| 1|20.222|0.0172| 1|      |      | 0|      |      |0|   |0|00 30 59.80|+85 00 06.9|     796|   1501|       |  |   |   |       |      |7519|    |    |   |
     797|x|   1502| 1422.4| 1751.1|      |      | 0|15.310|0.0183| 1|14.383|0.0223| 1|      |      | 0|      |      |0|  0|1|00 31 06.95|+84 57 57.7|     797|   1502|       |  |   |   |       |      |7529|    |    |   |
     798|x|   1505| 1424.2| 4114.4|      |      | 0|      |      | 0|21.172|0.0150| 1|      |      | 0|      |      |0|   |0|00 29 59.51|+85 17 36.2|     798|   1505|       |  |   |   |       |      |3509|    |    |   |
     799|x|   1509| 1426.2| 4667.8|      |      | 0|20.597|0.0161| 1|19.549|0.0162| 1|      |      | 0|      |      |0|  0|1|00 29 42.99|+85 22 12.2|     799|   1509|       |  |   |   |       |      |2826|    |    |   |
     800|x|   1512| 1426.9| 1873.0|      |      | 0|22.070|0.0150| 1|20.541|0.0242| 1|      |      | 0|      |      |0|   |0|00 31 05.36|+84 58 58.6|     800|   1512|       |  |   |   |       |      |7890|    |    |   |
     801|x|   1514| 1428.5| 5804.3|      |      | 0|21.597|0.0197| 1|20.217|0.0173| 1|      |      | 0|      |      |0|   |0|00 29 06.52|+85 31 38.7|     801|   1514|       |  |   |   |       |      | 111|    |    |   |
     802|x|   1518| 1430.7| 5801.8|      |      | 0|21.837|0.0150| 1|20.744|0.0240| 1|      |      | 0|      |      |0|   |0|00 29 07.56|+85 31 37.6|     802|   1518|       |  |   |   |       |      | 544|    |    |   |
     803|x|   1521| 1431.4| 2327.3|      |      | 0|21.771|0.0161| 1|20.245|0.0172| 1|      |      | 0|      |      |0|   |0|00 30 54.63|+85 02 45.4|     803|   1521|       |  |   |   |       |      |7495|    |    |   |
