#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-06-16T12:04:15 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ60c9e6e321a69a	
#INFO	-out.max=unlimited	
#INFO	queryParameters=42	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-nav=cat:J/AJ/150/10&tab:{J/AJ/150/10/table4}&key:source=J/AJ/150/10/table4&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/150/10/table4
#-order=I
#-out=WOCS
#-out=IDG
#-out=P38
#-out=IDM
#-out=IDMc
#-out=IDC
#-out=RAJ2000
#-out=DEJ2000
#-out=Vmag
#-out=B-V
#-out.all=2
#-out=r_B-V
#-out=NW
#-out=VC
#VC=VC
#-out=<RV>
#-out=e_<RV>
#-out=s_<RV>
#-out=vsini
#-out=e_vsini
#-out=PRV
#-out=PPM1
#-out=PPM2
#-out=e/i
#-out=Mm
#-out=O
#-out=SB
#-out=RR
#-out=X
#-out=Simbad
#Simbad=Simbad
#-out.all=2
#

#RESOURCE=yCat_51500010
#Name: J/AJ/150/10
#Title: WOCS. LXVI. Radial velocity survey in M35 (Leiner+, 2015)
#Table	J_AJ_150_10_table4:
#Name: J/AJ/150/10/table4
#Title: Radial-velocity summary table
#Column	WOCS	(I6)	[2004/259044] WIYN Open Cluster Study number (G1)	[ucd=meta.id;meta.main]
#Column	IDG	(I6)	[2004/261044]? Identification number from paper XXXVIII (Geller et al. 2010, cat. J/AJ/139/1383) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	P38	(I3)	Display the data from Paper XXXVIII (Geller et al. 2009, J/AJ/139/1383) [NULL integer written as an empty string]	[ucd=meta.ref.url]
#Column	IDM	(I3)	[14/439]? Identification number from paper XXXIV (Meibom et al. 2009, cat. J/ApJ/695/679) (1) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	IDMc	(I3)	[4/521]? Identification number from McNamara & Sekiguchi (1986AJ.....91..557M) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	IDC	(I3)	[3/763]? Identification number from Cudworth (1971AJ.....76..475C) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	RAJ2000	(A11)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	[11.43/16.5] The V-band apparent magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	[0.2/1.36] The (B-V) color index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	r_B-V	(I2)	[1/2]? Source of the photometry (2) [NULL integer written as an empty string]	[ucd=meta.ref;phot.color;em.opt.B]
#Column	NW	(I2)	[0/53] Number of WIYN 3.5m observations	[ucd=meta.number]
#Column	VC	(A2)	VizieR added column, not part of original data	[ucd=meta.ref.url]
#Column	<RV>	(F7.2)	[-129/301] Mean radial velocity	[ucd=spect.dopplerVeloc;stat.mean]
#Column	e_<RV>	(F6.2)	[0/370]? Standard deviation of RV observation	[ucd=stat.stdev;spect.dopplerVeloc;stat.mean]
#Column	s_<RV>	(F4.1)	[0.5/2.1] Single-measurement precision in RV ({sigma}_i_)	[ucd=meta.code.qual;instr.precision;spect.dopplerVeloc]
#Column	vsini	(F5.1)	[0/144] Mean projected rotational velocity (3)	[ucd=phys.veloc.rotat;stat.mean]
#Column	e_vsini	(F5.1)	[0/124]? Standard error on vsini (3)	[ucd=stat.error;phys.veloc.rotat;stat.mean]
#Column	PRV	(I2)	[0/96]? Radial velocity membership probability (4) [NULL integer written as an empty string]	[ucd=stat.probability;spect.dopplerVeloc]
#Column	PPM1	(I2)	[0/99]? Proper-motion membership probability from McNamara & Sekiguchi (1986AJ.....91..557M) [NULL integer written as an empty string]	[ucd=stat.probability;pos.pm]
#Column	PPM2	(I2)	[0/97]? Proper-motion membership probability from Cudworth (1971AJ.....76..475C) [NULL integer written as an empty string]	[ucd=stat.probability;pos.pm]
#Column	e/i	(F6.2)	[0/740] Ratio of RV standard deviation to single-measurement RV precision	[ucd=instr.precision;arith.ratio;spect.dopplerVeloc]
#Column	Mm	(A3)	Membership class (BLM, BLN, BM, BN, SM, SN, or U) (G2)	[ucd=src]
#Column	O	(A1)	Simbad column added by the CDS	[ucd=meta.note]
#Column	SB	(A3)	Single (SB1) or double-lined (SB2) binary (5)	[ucd=meta.code.multip]
#Column	RR	(A2)	"RR" Indicates a Rapid Rotator	[ucd=meta.code]
#Column	X	(A1)	"X" Indicates an X-ray source	[ucd=meta.code]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
WOCS|IDG|P38|IDM|IDMc|IDC|RAJ2000|DEJ2000|Vmag|B-V|r_B-V|NW|VC|<RV>|e_<RV>|s_<RV>|vsini|e_vsini|PRV|PPM1|PPM2|e/i|Mm|O|SB|RR|X|Simbad
 43029| 43029|  1|   |   |   |06 09 52.09|+24 30 14.6|15.28| 0.95| 2| 4|VC|  -8.25|  0.59| 0.5|  0.0|  0.0|96|  |  |  1.17|SM | |   |  | |Simbad
 26029| 26029|  1|   | 11|   |06 08 09.92|+24 25 41.1|14.28| 0.62| 2| 3|VC|  -8.65|  1.06| 0.5|  0.0|  0.0|95| 8|  |  2.12|SM | |   |  | |Simbad
 48029| 48029|  1|   |   |   |06 08 12.70|+24 13 40.7|15.41| 1.02| 2| 3|VC|  -8.70|  0.66| 0.6| 16.6|  1.4|95|  |  |  1.13|SM | |   |  | |Simbad
 40029| 40029|  1|230|   |   |06 08 11.82|+24 27 07.1|15.16| 0.74| 2| 3|VC|  -8.04|  0.56| 0.5| 11.3|  0.9|96|  |  |  1.09|SM | |   |  | |Simbad
 66029| 66029|  1|348|   |   |06 08 34.46|+24 08 14.0|16.12| 0.96| 2| 3|VC|  -6.98|  0.47| 0.5| 10.0|     |92|  |  |  0.94|SM | |   |  | |Simbad
 32029| 32029|  1|   |   |   |06 09 20.25|+24 06 21.3|14.81| 0.72| 2| 4|VC|  -8.79|  0.26| 0.5| 10.5|  0.5|95|  |  |  0.52|SM | |   |  | |Simbad
 51029| 51029|  1|   |   |   |06 10 00.68|+24 12 33.9|15.56| 0.89| 2| 3|VC|  -8.10|  0.45| 0.5| 10.3|  0.3|96|  |  |  0.89|SM | |   |  | |Simbad
 38029| 38029|  1|253|   |   |06 09 31.23|+24 07 02.7|15.15| 0.81| 2| 3|VC|  -8.02|  0.66| 0.5| 10.0|     |96|  |  |  1.31|SM | |   |  | |Simbad
 52030| 52030|  1|362|   |   |06 09 03.07|+24 34 56.5|16.06| 0.99| 2| 3|VC|  -7.85|  0.14| 0.5| 11.3|  1.3|96|  |  |  0.28|SM | |   |  | |Simbad
 22030| 22030|  1|   |   |196|06 08 25.49|+24 09 17.3|14.68| 0.71| 2| 3|VC|  -7.47|  0.17| 0.5| 10.0|     |95|  |67|  0.33|SM | |   |  | |Simbad
 46030| 46030|  1|   |   |   |06 09 55.77|+24 30 16.1|15.86| 0.94| 2| 3|VC|  -9.24|  0.41| 0.5| 10.0|     |92|  |  |  0.81|SM | |   |  | |Simbad
 43030| 43030|  1|   |   |   |06 09 22.43|+24 06 08.0|15.83| 0.99| 2| 3|VC|  -8.99|  0.71| 0.5| 10.2|  0.2|94|  |  |  1.43|SM | |   |  | |Simbad
 45030| 45030|  1|   |   |   |06 10 02.06|+24 28 29.5|15.85| 0.98| 2| 3|VC|  -9.31|  0.86| 0.5| 10.0|     |92|  |  |  1.71|SM | |   |  | |Simbad
 61030| 61030|  1|   |   |   |06 10 10.31|+24 16 38.4|16.23| 0.99| 2| 3|VC|  -9.04|  0.33| 0.5| 13.0|  3.0|94|  |  |  0.61|SM | |   |  | |Simbad
 32030| 32030|  1|246|   |   |06 10 10.53|+24 24 14.4|15.33| 0.80| 2| 5|VC|  -9.01|  1.09| 0.5| 13.5|  0.7|94|  |  |  2.02|SM | |   |  | |Simbad
 31030| 31030|  1|224|   |   |06 09 47.49|+24 32 20.1|15.31| 0.83| 2| 3|VC|  -8.90|  0.22| 0.5| 11.9|  0.5|95|  |  |  0.42|SM | |   |  | |Simbad
 71031| 71031|  1|   |   |   |06 08 07.65|+24 27 13.7|16.48| 1.14| 2| 3|VC|  -8.04|  0.41| 0.5| 12.6|  2.0|96|  |  |  0.78|SM | |   |  | |Simbad
 21031| 21031|  1|   |   |   |06 09 42.37|+24 33 45.5|14.24| 0.66| 2| 4|VC|  -8.46|  0.09| 0.5| 10.5|  0.3|96|  |  |  0.18|SM | |   |  | |Simbad
 20031| 20031|  1|193|   |   |06 08 51.27|+24 35 31.2|14.15| 0.78| 2| 4|VC|  -8.18|  0.83| 0.6| 16.9|  0.2|96|  |  |  1.43|SM | |   |  | |Simbad
 55032| 55032|  1|276|   |   |06 08 27.71|+24 33 11.8|15.76| 0.95| 2| 5|VC|  -8.14|  0.88| 0.5| 10.0|     |96|  |  |  1.76|SM | |   |  | |Simbad
 22032| 22032|  1|   |   |611|06 09 38.21|+24 06 28.9|14.30| 0.64| 2| 4|VC|  -7.27|  0.51| 0.6| 15.6|  1.3|94|  |71|  0.89|SM | |   |  | |Simbad
 84032| 84032|  1|344|   |   |06 10 07.84|+24 28 11.1|16.47| 1.04| 2| 3|VC|  -7.62|  0.70| 0.5| 11.2|  1.2|95|  |  |  1.36|SM | |   |  | |Simbad
 81032| 81032|  1|   |   |   |06 10 16.70|+24 20 25.2|16.44| 1.12| 2| 3|VC|  -8.49|  0.42| 0.5| 12.2|  2.2|96|  |  |  0.80|SM | |   |  | |Simbad
 33032| 33032|  1|200|   |   |06 09 57.33|+24 09 32.0|15.04| 0.86| 2| 3|VC|  -9.33|  0.56| 0.5| 13.4|  3.4|92|  |  |  1.04|SM | |   |  | |Simbad
 65032| 65032|  1|167|   |   |06 09 21.92|+24 35 58.7|16.07| 1.09| 2| 3|VC|  -8.24|  1.43| 0.8| 35.5|  1.5|96|  |  |  1.77|SM | |   |RR| |Simbad
 40032| 40032|  1|214|   |   |06 10 11.15|+24 14 01.5|15.28| 0.82| 2| 3|VC|  -7.72|  0.56| 0.6| 14.3|  0.8|96|  |  |  1.02|SM | |   |  | |Simbad
 53032| 53032|  1|   |   |   |06 09 57.61|+24 09 24.2|15.73| 1.03| 2| 3|VC|  -8.51|  0.43| 0.5|  0.0|  0.0|96|  |  |  0.86|SM | |   |  | |Simbad
 25032| 25032|  1|211|   | 88|06 07 58.27|+24 23 00.6|14.54| 0.65| 2| 6|VC|  -7.79|  0.23| 0.5| 12.2|  0.7|96|  |96|  0.44|SM | |   |  | |Simbad
 62033| 62033|  1|130|   |   |06 10 14.31|+24 15 23.7|16.02| 0.96| 2| 3|VC|  -7.90|  0.99| 0.7| 25.9|  0.4|96|  |  |  1.44|SM | |   |RR| |Simbad
 70033| 70033|  1|   |   |   |06 10 11.17|+24 13 27.8|16.22| 1.03| 2| 4|VC|  -9.00|  1.07| 0.5| 10.7|  0.7|94|  |  |  2.10|SM | |   |  | |Simbad
 53033| 53033|  1|336|   |   |06 08 48.00|+24 36 02.1|15.92| 0.90| 2| 3|VC|  -8.90|  0.15| 0.5| 11.7|  1.7|94|  |  |  0.28|SM | |   |  | |Simbad
 22033| 22033|  1|176|   |   |06 08 03.28|+24 13 25.7|14.71| 0.68| 2| 5|VC|  -9.35|  0.57| 0.5| 10.0|     |91|  |  |  1.15|SM | |   |  | |Simbad
 80033| 80033|  1|   |   |   |06 08 24.79|+24 33 28.8|16.46| 1.04| 2| 3|VC|  -7.35|  0.58| 0.5|  0.0|  0.0|94|  |  |  1.15|SM | |   |  | |Simbad
 72033| 72033|  1|   |   |   |06 10 14.38|+24 14 42.1|16.25| 0.99| 2| 3|VC|  -8.04|  0.21| 0.5| 10.9|  0.9|96|  |  |  0.41|SM | |   |  | |Simbad
 23034| 23034|  1|   |   |346|06 08 53.26|+24 04 07.6|14.29| 0.62| 2| 7|VC|  -8.77|  0.57| 0.6| 18.8|  0.5|95|  |96|  0.94|SM | |   |  | |Simbad
 29034| 29034|  1|   |   |592|06 09 35.00|+24 05 00.6|14.39| 0.64| 2| 4|VC|  -7.94|  0.58| 0.5| 13.0|  1.2|96|  |95|  1.08|SM | |   |  | |Simbad
 25034| 25034|  1|   |   |751|06 10 20.23|+24 18 12.1|14.33| 0.63| 2| 4|VC|  -8.39|  0.31| 0.7| 27.0|  0.5|96|  |95|  0.44|SM | |   |RR| |Simbad
 90034| 90034|  1|347|   |   |06 09 31.90|+24 36 14.6|16.24| 1.04| 2| 3|VC|  -8.43|  0.34| 0.5| 12.2|  2.2|96|  |  |  0.65|SM | |   |  | |Simbad
 71034| 71034|  1|320|   |   |06 08 33.29|+24 05 33.5|15.85| 0.91| 2| 3|VC|  -7.72|  0.14| 0.5| 10.0|     |96|  |  |  0.28|SM | |   |  | |Simbad
 38035| 37035|  1|244|   |   |06 07 52.61|+24 20 02.4|15.17| 0.74| 2| 3|VC|  -7.05|  0.17| 0.5| 12.3|  0.5|93|  |  |  0.33|SM | |   |  | |Simbad
 28035| 28035|  1|   |   |   |06 10 11.07|+24 11 21.6|14.60| 0.69| 2| 3|VC|  -7.82|  0.44| 0.7| 26.7|  0.5|96|  |  |  0.62|SM | |   |RR| |Simbad
 23035| 23035|  1|   |   |   |06 09 52.44|+24 34 21.4|14.44| 0.79| 2| 3|VC|  -8.62|  0.17| 0.5| 10.0|     |95|  |  |  0.35|SM | |   |  | |Simbad
 51035| 50035|  1|   |   |   |06 08 58.35|+24 37 44.2|15.61| 0.86| 2| 3|VC|  -8.25|  0.07| 0.5| 11.1|  0.6|96|  |  |  0.13|SM | |   |  | |Simbad
 39036| 39036|  1|240|   |   |06 08 52.44|+24 03 06.4|15.06| 0.72| 2| 3|VC|  -8.29|  0.34| 0.5| 10.0|     |96|  |  |  0.68|SM | |   |  | |Simbad
 27036| 27036|  1|   |   |   |06 09 56.51|+24 34 20.3|14.41| 0.68| 2| 3|VC|  -8.68|  0.92| 0.8| 35.4| 25.4|95|  |  |  1.14|SM | |   |RR| |Simbad
 36036| 36036|  1|   |   |   |06 08 01.91|+24 30 18.6|15.01| 0.72| 2| 4|VC|  -7.91|  0.27| 0.5| 10.0|     |96|  |  |  0.55|SM | |   |  | |Simbad
 63036| 63036|  1|293|   |   |06 08 48.09|+24 37 49.9|15.69| 0.90| 2| 3|VC|  -8.35|  0.47| 0.5| 10.0|     |96|  |  |  0.95|SM | |   |  | |Simbad
 71036| 71036|  1|332|   |   |06 08 39.66|+24 37 15.3|15.94| 0.89| 2| 3|VC|  -8.02|  0.58| 0.5| 11.9|  1.2|96|  |  |  1.11|SM | |   |  | |Simbad
 23036| 23036|  1|   |   | 92|06 07 58.86|+24 11 35.6|14.11| 0.90| 2| 3|VC|  -7.40|  0.18| 0.5|  0.0|  0.0|95|  | 0|  0.37|SM | |   |  | |Simbad
 52037| 52037|  1|277|   |   |06 09 41.38|+24 36 44.3|15.65| 0.86| 2| 3|VC|  -8.19|  0.59| 0.5| 10.0|     |96|  |  |  1.19|SM | |   |  | |Simbad
 18037| 18037|  1|   |   |   |06 09 37.18|+24 03 38.7|14.26| 0.67| 2| 4|VC|  -8.10|  0.52| 0.5| 10.0|     |96|  |  |  1.03|SM | |   |  | |Simbad
 44037| 44037|  1|188|   |   |06 10 23.51|+24 14 57.5|15.35| 0.92| 2| 4|VC|  -9.24|  0.27| 0.5| 12.2|  1.0|92|  |  |  0.52|SM | |   |  | |Simbad
 35037| 36037|  1|   |   |   |06 09 13.99|+24 38 46.8|15.09| 0.77| 2| 3|VC|  -7.95|  0.96| 0.5| 10.0|     |96|  |  |  1.91|SM | |   |  | |Simbad
 38037| 38037|  1|238|   |   |06 08 07.90|+24 32 58.1|15.18| 0.77| 2| 3|VC|  -7.50|  0.24| 0.5| 10.9|  0.9|95|  |  |  0.47|SM | |   |  | |Simbad
 29037| 29037|  1|   |   |   |06 10 28.51|+24 21 35.7|14.97| 0.77| 1| 3|VC|  -7.09|  0.26| 0.5| 13.6|  1.0|93|  |  |  0.49|SM | |   |  | |Simbad
 31038| 31038|  1|196|   |   |06 08 24.75|+24 04 41.2|14.76| 0.68| 2| 3|VC|  -8.55|  0.54| 0.6| 15.0|  0.3|96|  |  |  0.97|SM | |   |  | |Simbad
 59038| 59038|  1|316|   |   |06 09 34.47|+24 02 52.6|15.66| 0.90| 2| 3|VC|  -7.47|  1.37| 0.5| 10.7|  0.6|95|  |  |  2.69|SM | |   |  | |Simbad
 29038| 29038|  1| 87|   |115|06 08 04.69|+24 08 26.2|14.48| 0.66| 2| 8|VC|  -9.46|  1.21| 0.8| 33.7|  0.5|90|  |91|  1.54|SM | |   |RR| |Simbad
 95038| 84038|  1|   |   |   |06 10 30.15|+24 20 03.5|16.29| 1.02| 1| 3|VC|  -8.23|  0.59| 0.5| 10.5|  0.5|96|  |  |  1.16|SM | |   |  | |Simbad
 91038| 89038|  1|335|   |   |06 07 50.23|+24 27 17.6|16.31| 1.01| 2| 3|VC|  -9.19|  0.76| 0.6| 14.4|  1.1|93|  |  |  1.38|SM | |   |  | |Simbad
 57038| 57038|  1|140|   |   |06 08 19.84|+24 05 02.3|15.64| 0.85| 2| 3|VC|  -7.61|  0.58| 0.9| 39.6|  0.3|95|  |  |  0.68|SM | |   |RR| |Simbad
 90039| 90039|  1|   |   |   |06 07 44.23|+24 21 36.6|16.15| 0.94| 2| 3|VC|  -6.68|  1.46| 0.5|  0.0|  0.0|88|  |  |  2.92|SM | |   |  | |Simbad
 26039| 26039|  1|   |   |   |06 07 50.78|+24 28 17.1|14.07| 0.72| 2|25|VC|  -7.87|  1.22| 0.5|  0.0|  0.0|96|  |  |  2.44|SM | |   |  | |Simbad
106039|106039|  1|363|   |   |06 09 47.54|+24 03 37.2|16.49| 1.13| 2| 3|VC|  -8.31|  0.32| 0.6| 19.1|  9.1|96|  |  |  0.53|SM | |   |  | |Simbad
 20039| 20039|  1|   |   |737|06 10 17.80|+24 09 51.4|13.58| 0.68| 2| 3|VC|  -9.13|  0.51| 0.7| 26.3| 16.3|93|  |92|  0.73|SM | |   |RR| |Simbad
 10040| 10040|  1|   |   | 48|06 07 44.68|+24 26 10.5|13.34| 0.62| 2| 4|VC|  -7.99|  0.40| 1.1| 60.1|  0.1|96|  |89|  0.37|SM | |   |RR| |Simbad
 58040| 59040|  1|216|   |   |06 10 08.32|+24 34 32.0|15.89| 1.02| 2| 3|VC|  -7.78|  0.79| 0.5| 13.0|  0.7|96|  |  |  1.47|SM | |   |  | |Simbad
 50040| 51040|  1|   |   |   |06 10 30.11|+24 27 00.9|15.77| 0.93| 1| 3|VC|  -8.83|  0.45| 0.5| 10.0|     |95|  |  |  0.91|SM | |   |  | |Simbad
 47040| 48040|  1|243|   |   |06 09 42.54|+24 02 08.1|15.53| 0.92| 2| 3|VC|  -7.75|  0.64| 0.5| 10.6|  0.6|96|  |  |  1.27|SM | |   |  | |Simbad
 93041| 94041|  1|195|   |   |06 09 33.11|+24 01 08.8|16.33| 1.05| 2| 3|VC|  -8.91|  1.35| 0.6| 19.6|  9.6|94|  |  |  2.19|SM | |   |  | |Simbad
 32041| 32041|  1|   |   |   |06 07 38.55|+24 19 49.4|14.42| 0.64| 2| 3|VC|  -7.19|  0.06| 0.5| 10.0|     |94|  |  |  0.12|SM | |   |  | |Simbad
 44041| 44041|  1|186|   |   |06 07 39.27|+24 24 08.4|14.74| 0.73| 2| 3|VC|  -7.88|  0.58| 0.6| 15.7|  0.4|96|  |  |  1.02|SM | |   |  | |Simbad
 63041| 62041|  1|   |   |   |06 07 37.91|+24 19 09.5|15.48| 0.81| 2| 3|VC|  -8.93|  0.21| 0.6| 20.4|  0.1|94|  |  |  0.34|SM | |   |RR| |Simbad
 78042| 76042|  1|   |   |   |06 10 37.48|+24 21 38.0|15.75| 1.14| 1| 4|VC|  -7.73|  0.74| 0.7| 24.4|  2.3|96|  |  |  1.10|SM | |   |RR| |Simbad
 38042| 38042|  1|   |   |   |06 08 25.74|+24 38 42.2|14.93| 0.73| 2| 3|VC|  -7.06|  0.46| 0.5| 12.0|  1.8|93|  |  |  0.89|SM | |   |  | |Simbad
 16042| 16042|  1|   |   |748|06 10 19.56|+24 08 04.0|13.95| 0.66| 2| 5|VC|  -6.95|  1.48| 1.1| 59.7|  2.9|92|  |92|  1.35|SM | |   |RR| |Simbad
 24042| 24042|  1|   |   |   |06 09 51.79|+24 38 25.5|14.28| 0.66| 2| 3|VC|  -8.39|  0.39| 0.7| 23.4|  0.6|96|  |  |  0.60|SM | |   |RR| |Simbad
 99042|100042|  1|360|   |   |06 09 40.29|+24 01 16.7|16.29| 1.03| 2| 3|VC|  -8.25|  0.35| 0.5| 12.6|  2.6|96|  |  |  0.66|SM | |   |  | |Simbad
 68042| 67042|  1|265|   |   |06 09 57.28|+24 37 49.9|15.69| 0.92| 2| 3|VC|  -8.53|  0.07| 0.5| 12.5|  1.3|96|  |  |  0.14|SM | |   |  | |Simbad
 36042| 36042|  1|   |   |   |06 10 34.30|+24 14 07.8|14.84| 0.86| 1| 3|VC|  -8.74|  0.95| 0.6| 21.6|  0.8|95|  |  |  1.48|SM | |   |RR| |Simbad
112042|112042|  1|   |   |   |06 09 01.02|+24 41 15.5|16.47| 1.00| 1| 3|VC|  -8.74|  0.70| 0.5| 13.6|  2.2|95|  |  |  1.29|SM | |   |  | |Simbad
 56043| 57043|  1|311|   |   |06 07 49.43|+24 09 13.2|15.93| 0.90| 2| 3|VC|  -6.90|  0.65| 0.5| 11.6|  1.6|91|  |  |  1.25|SM | |   |  | |Simbad
 86043| 86043|  1|   |   |   |06 10 07.66|+24 36 29.4|16.42| 0.99| 2| 3|VC|  -9.15|  0.86| 0.5| 11.7|  0.5|93|  |  |  1.65|SM | |   |  | |Simbad
 68043| 53043|  1|   |   |   |06 10 40.37|+24 20 12.9|15.90| 1.00| 1| 3|VC|  -6.92|  0.75| 1.0| 50.4|  2.8|91|  |  |  0.76|SM | |   |RR| |Simbad
 26043| 27043|  1|   |   |   |06 10 31.50|+24 11 11.1|15.01| 0.84| 1| 5|VC|  -9.08|  1.19| 0.5| 12.2|  1.0|94|  |  |  2.27|SM | |   |  | |Simbad
 36043| 35043|  1|   |   |   |06 07 37.13|+24 14 33.4|15.29| 0.76| 2| 3|VC|  -7.94|  0.38| 0.5| 11.0|  1.0|96|  |  |  0.75|SM | |   |  | |Simbad
 64043| 61043|  1|   |   |   |06 08 35.15|+24 40 39.1|16.10| 0.95| 1| 3|VC|  -7.61|  0.30| 0.5| 10.0|     |95|  |  |  0.59|SM | |   |  | |Simbad
 36044| 56044|  1|   |   |   |06 10 31.76|+24 30 17.8|14.93| 0.96| 1| 3|VC|  -9.03|  0.57| 0.5| 11.3|  1.3|94|  |  |  1.10|SM | |   |  | |Simbad
 40044| 39044|  1|   |   |   |06 08 09.94|+24 03 14.7|15.03| 1.06| 2| 3|VC|  -8.02|  0.17| 0.5|  0.0|  0.0|96|  |  |  0.34|SM | |   |  | |Simbad
109044|104044|  1|   |   |   |06 10 10.58|+24 36 45.1|16.28| 0.96| 2| 3|VC|  -7.51|  0.64| 0.5| 12.8|  2.8|95|  |  |  1.20|SM | |   |  | |Simbad
 63044| 65044|  1|   |   |   |06 07 58.22|+24 35 27.2|15.63| 0.81| 2| 3|VC|  -7.30|  0.15| 0.5| 11.5|  0.8|94|  |  |  0.29|SM | |   |  | |Simbad
 23044| 23044|  1|   |   |   |06 09 01.85|+24 42 14.6|13.95| 0.69| 1| 4|VC|  -9.04|  0.87| 0.7| 24.5| 14.5|94|  |  |  1.29|SM | |   |RR| |Simbad
 78044| 68044|  1|   |   |   |06 10 40.09|+24 14 53.5|15.74| 1.04| 1| 4|VC|  -8.20|  0.79| 0.6| 14.3|  4.3|96|  |  |  1.43|SM | |   |  | |Simbad
 51044| 48044|  1|   |   |   |06 10 31.87|+24 10 04.7|15.23| 0.85| 1| 4|VC|  -8.88|  0.61| 0.5|  0.0|  0.0|95|  |  |  1.23|SM | |   |  | |Simbad
 60044| 61044|  1|   |   |   |06 09 46.07|+24 00 20.1|15.48| 0.87| 2| 4|VC|  -7.04|  0.92| 0.5| 10.0|     |93|  |  |  1.84|SM | |   |  | |Simbad
 36045| 38045|  1|   |   |   |06 08 18.92|+24 01 27.6|14.67| 0.67| 2| 4|VC|  -8.35|  0.48| 0.5| 10.0|     |96|  |  |  0.96|SM | |   |  | |Simbad
109045|109045|  0|   |   |   |06 07 39.37|+24 11 18.6|16.30| 1.00| 2| 3|VC|  -7.13|  0.41| 0.5|  0.0|  0.0|93|  |  |  0.81|SM | |   |  | |Simbad
 45045| 43045|  1|   |   |   |06 07 36.42|+24 28 13.0|14.97| 0.73| 2| 3|VC|  -7.45|  0.20| 0.5| 11.9|  0.2|95|  |  |  0.38|SM | |   |  | |Simbad
 41045| 37045|  1|   |   |   |06 09 28.54|+23 58 46.5|14.56| 0.71| 1| 3|VC|  -8.53|  0.53| 0.5| 11.3|  1.3|96|  |  |  1.02|SM | |   |  | |Simbad
 90045| 87045|  1|   |   |   |06 10 26.75|+24 07 25.8|15.88| 1.04| 1| 3|VC|  -8.93|  0.50| 0.5| 13.2|  3.2|94|  |  |  0.94|SM | |   |  | |Simbad
120045|113045|  1|   |   |   |06 09 12.24|+23 58 10.9|16.44| 1.05| 1| 4|VC|  -8.92|  1.42| 0.5| 13.0|  1.8|94|  |  |  2.65|SM | |   |  | |Simbad
 58045| 56045|  1|   |   |   |06 07 30.75|+24 24 29.6|15.42| 0.81| 2| 3|VC|  -8.47|  0.38| 0.5| 10.0|     |96|  |  |  0.75|SM | |   |  | |Simbad
 65045| 63045|  1|   |   |   |06 08 54.79|+24 42 41.3|15.42| 1.01| 1| 4|VC|  -7.57|  0.11| 0.6| 14.4|  0.9|95|  |  |  0.20|SM | |   |  | |Simbad
141046|118046|  1|   |   |   |06 09 12.74|+23 57 57.3|16.31| 0.99| 1| 3|VC|  -8.83|  1.59| 0.6| 16.0|  1.7|95|  |  |  2.78|SM | |   |  | |Simbad
 76046| 77046|  1|   |   |   |06 09 22.67|+23 58 08.4|15.66| 0.83| 1| 4|VC|  -9.02|  0.36| 0.5| 10.0|     |94|  |  |  0.71|SM | |   |  | |Simbad
104046|102046|  1|   |   |   |06 09 49.08|+23 59 52.1|16.05| 1.00| 2| 3|VC|  -8.36|  0.69| 0.5| 10.0|     |96|  |  |  1.39|SM | |   |  | |Simbad
 21046| 20046|  1|   |   |   |06 10 22.91|+24 05 37.6|14.44| 0.66| 2| 4|VC|  -8.88|  0.91| 0.7| 22.7|  0.6|95|  |  |  1.40|SM | |   |RR| |Simbad
139046|117046|  1|   |   |   |06 10 45.86|+24 24 46.3|16.30| 1.12| 1| 3|VC|  -6.95|  0.85| 0.6| 16.8|  2.9|92|  |  |  1.46|SM | |   |  | |Simbad
 78046| 51046|  1|   |   |   |06 08 45.44|+23 58 11.7|15.15| 0.77| 1| 3|VC|  -8.30|  1.16| 0.5| 12.4|  2.1|96|  |  |  2.19|SM | |   |  | |Simbad
 64046| 63046|  1|   |   |   |06 07 28.43|+24 16 42.6|15.28| 0.83| 2| 4|VC|  -6.61|  0.85| 0.5| 10.8|  0.8|87|  |  |  1.67|SM | |   |  | |Simbad
137046|134046|  1|   |   |   |06 08 26.29|+24 41 23.3|16.49| 1.21| 1| 3|VC|  -7.88|  1.41| 0.6| 17.7|  7.7|96|  |  |  2.39|SM | |   |  | |Simbad
