#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-12-10T18:31:28 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5defdd45bd11	
#INFO	-out.max=unlimited	
#INFO	queryParameters=31	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-order=I
#-out.src=J/AJ/148/38/table2
#-nav=cat:J/AJ/148/38&tab:{J/AJ/148/38/table2}&key:source=J/AJ/148/38/table2&HTTPPRM:&&-ref=VIZ5defdd45bd11&-out.max=unlimited&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=WOCS&-out=RAJ2000&-out=DEJ2000&-out=Vmag&-out=V-I&-out=NW&-out=NC&-out=<RV>&-out=e_<RV>&-out=e/i&-out=PRV&-out=PPM&-out=Mm&-out=RV&-out=e_RV&-out=SB&-out=O&-out=XXIV&-out=VC&-ignore=VC=*&VC=VC&-out=Simbad&Simbad=Simbad&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/AJ/148/38/table2
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/148/38/table2
#-out=WOCS
#-out=RAJ2000
#-out=DEJ2000
#-out=Vmag
#-out=V-I
#-out=NW
#-out=NC
#-out=<RV>
#-out=e_<RV>
#-out=e/i
#-out=PRV
#-out=PPM
#-out=Mm
#-out=RV
#-out=e_RV
#-out=SB
#-out=O
#-out=XXIV
#-out=VC
#-out=Simbad
#

#RESOURCE=yCat_51480038
#Name: J/AJ/148/38
#Title: WIYN open cluster study. LX. RV survey of NGC 6819 (Milliman+, 2014)
#Table	J_AJ_148_38_table2:
#Name: J/AJ/148/38/table2
#Title: Radial velocity summary table
#Column	WOCS	(I6)	[1001/260043] WIYN Open Cluster Study number (G1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	? The V band magnitude	[ucd=phot.mag;em.opt.V]
#Column	V-I	(F5.2)	? The (V-I) color index	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	NW	(I2)	[0/62] Number of WIYN 3.5m observations	[ucd=meta.number;obs]
#Column	NC	(I2)	[0/32] Number of CfA observations	[ucd=meta.number;obs]
#Column	<RV>	(F7.2)	[-241.841/69.628] Mean radial velocity	[ucd=spect.dopplerVeloc;stat.mean]
#Column	e_<RV>	(F5.2)	Standard error in <RV>	[ucd=stat.error;spect.dopplerVeloc;stat.mean]
#Column	e/i	(F6.2)	External error divided by internal error	[ucd=stat.error;spect.dopplerVeloc;stat.mean]
#Column	PRV	(I2)	[0/94]? Radial velocity membership probability [NULL integer written as an empty string]	[ucd=stat.probability;spect.dopplerVeloc]
#Column	PPM	(I2)	[0/99]? Proper-motion membership probability [NULL integer written as an empty string]	[ucd=stat.probability;pos.pm]
#Column	Mm	(A3)	Membership class (1)	[ucd=meta.code.class]
#Column	RV	(F7.2)	? Center-of-mass radial velocity ({gamma}_RV_)	[ucd=phys.veloc]
#Column	e_RV	(F5.2)	? Error in gamma	[ucd=stat.error;phys.veloc]
#Column	SB	(A3)	Single, double- or triple-lined binary (SB1, SB2 or SB3)	[ucd=meta.note]
#Column	O	(A1)	Simbad column added by the CDS	[ucd=meta.note]
#Column	XXIV	(I3)	Display the data from Paper XXIV (Hole et al. 2009, J/AJ/138/159) [NULL integer written as an empty string]	[ucd=meta.number]
#Column	VC	(A2)	Show the radial Velocity Curves	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
WOCS|RAJ2000|DEJ2000|Vmag|V-I|NW|NC|<RV>|e_<RV>|e/i|PRV|PPM|Mm|RV|e_RV|SB|O|XXIV|VC|Simbad
 22008|19 41 10.01|+40 08 13.8|15.23| 0.78| 3| 0|   2.71| 0.34|  1.21|94|99|SM |       |     |   | |  1|VC|Simbad
 22009|19 41 37.29|+40 09 50.6|15.16| 0.86| 3| 0|   3.09| 0.27|  0.95|93|95|SM |       |     |   | |  1|VC|Simbad
 22010|19 41 19.57|+40 16 16.1|15.21| 0.79| 3| 0|   2.68| 0.05|  0.19|94|99|SM |       |     |   | |  1|VC|Simbad
 22011|19 41 41.88|+40 14 01.7|15.45| 1.28| 3| 0| -54.15| 0.17|  0.60| 0|97|SN |       |     |   | |  1|VC|Simbad
 22012|19 41 45.38|+40 09 57.8|15.25| 0.81| 3| 0| -13.61| 0.24|  0.84| 0| 0|SN |       |     |   | |  1|VC|Simbad
 22013|19 41 42.36|+40 15 39.6|15.01| 1.00| 4| 0|   3.27| 0.30|  1.30|92|99|SM |       |     |   | |  1|VC|Simbad
 22014|19 41 36.09|+40 17 25.6|15.50| 0.82|13| 0| -13.95| 2.79| 24.18| 0| 0|BN | -12.60| 0.50|SB1| |  1|VC|Simbad
 22015|19 41 54.63|+40 12 35.1|15.12| 1.30| 4| 0|  11.48| 0.16|  0.69| 0| 0|SN |       |     |   | |  1|VC|Simbad
 22016|19 40 38.45|+40 13 23.5|15.77| 0.85| 3| 0| -26.42| 0.46|  1.62| 0| 1|SN |       |     |   | |  1|VC|Simbad
 22017|19 40 45.66|+40 05 59.1|15.07| 0.78| 6| 0| -35.60| 0.66|  3.69| 0| 0|SN |       |     |   | |  0|VC|Simbad
 22018|19 40 56.83|+40 04 02.1|15.03| 0.75| 4| 0|   3.84| 0.10|  0.43|87|93|SM |       |     |   | |  1|VC|Simbad
 22019|19 41 29.90|+40 20 35.5|15.03| 1.30| 3| 0| -27.11| 0.13|  0.47| 0| 1|SN |       |     |   | |  1|VC|Simbad
 22020|19 42 06.85|+40 09 58.2|15.13| 0.78|12| 0|  -0.03| 2.40| 19.93|69|99|BM |   0.46| 0.22|SB1|O|  1|VC|Simbad
 22021|19 41 55.95|+40 04 21.6|15.04| 0.86| 3| 0| -22.82| 0.23|  0.82| 0| 0|SN |       |     |   | |  1|VC|Simbad
 22022|19 40 22.24|+40 08 48.8|15.14| 0.74| 6| 0|   3.05| 0.07|  0.40|93|53|SM |       |     |   | |  1|VC|Simbad
 22023|19 41 43.80|+40 01 47.3|14.83| 1.37| 3| 0| -57.19| 0.27|  0.96| 0|36|SN |       |     |   | |  1|VC|Simbad
 22024|19 41 32.67|+40 00 11.2|14.51| 0.83| 7| 0| -28.23|10.58| 64.80| 0| 0|BLN|       |     |   | |  0|VC|Simbad
 22025|19 42 11.35|+40 18 37.8|14.94| 1.35| 4| 0| -31.66| 0.47|  2.05| 0| 0|SN |       |     |   | |  1|VC|Simbad
 22026|19 40 32.96|+40 02 26.6|14.44| 1.09| 3| 0| -41.05| 0.11|  0.38| 0|53|SN |       |     |   | |  1|VC|Simbad
 22028|19 40 44.16|+39 59 37.3|14.66| 0.88| 5| 0|  -0.80| 0.05|  0.27| 8| 2|SN |       |     |   | |  1|VC|Simbad
 22029|19 42 20.38|+40 19 23.9|14.81| 1.88|14| 0| -85.27| 0.17|  1.50| 0|21|SN |       |     |   | |  0|VC|Simbad
 22030|19 40 00.15|+40 09 49.4|14.38| 0.76| 3| 0| -20.10| 0.19|  0.69| 0| 0|SN |       |     |   | |  0|VC|Simbad
 22031|19 40 43.07|+40 25 29.2|14.69| 1.49| 3| 0| -74.29| 0.26|  0.92| 0|45|SN |       |     |   | |  0|VC|Simbad
 22032|19 42 15.91|+40 23 14.3|14.66| 1.07| 3| 0|  -7.31| 0.38|  1.36| 0|41|SN |       |     |   | |  1|VC|Simbad
 22033|19 41 23.13|+40 28 12.7|14.69| 0.76| 3| 0|   1.02| 0.50|  1.76|85|48|SM |       |     |   | |  0|VC|Simbad
 22034|19 39 51.38|+40 10 09.5|14.61| 0.90| 3| 0| -17.50| 0.58|  2.05| 0| 0|SN |       |     |   | |  0|VC|Simbad
 22036|19 40 15.97|+39 58 32.1|14.05| 0.79| 3| 0| -10.41| 0.34|  1.22| 0| 0|SN |       |     |   | |  1|VC|Simbad
 22037|19 42 44.48|+40 19 42.1|14.83| 0.78| 3| 0|  27.48| 0.48|  1.71| 0| 0|SN |       |     |   | |  0|VC|Simbad
 22038|19 39 41.39|+40 07 42.1|14.45| 0.63| 3| 0|  -3.33| 0.20|  0.70| 0| 0|SN |       |     |   | |  1|VC|Simbad
 22040|19 41 28.70|+40 31 36.7|14.55| 0.73| 3| 0| -39.88| 0.30|  1.05| 0|40|SN |       |     |   | |  0|VC|Simbad
 22041|19 42 40.95|+40 24 16.9|13.83| 0.94| 4| 0| -71.11| 0.10|  0.42| 0| 0|SN |       |     |   | |  0|VC|Simbad
 22043|19 41 16.00|+39 50 38.5|14.44| 0.87| 3| 0| -24.40| 0.41|  1.46| 0|  |SN |       |     |   | |  0|VC|Simbad
 22044|19 39 35.13|+40 21 36.7|14.40| 0.62| 4| 0| -39.94| 0.28|  1.19| 0| 2|SN |       |     |   | |  0|VC|Simbad
 22045|19 42 42.81|+39 56 53.6|14.31| 1.38| 3| 0| -10.53| 0.12|  0.43| 0|15|SN |       |     |   | |  0|VC|Simbad
 22046|19 39 30.58|+40 21 52.5|14.19| 0.70| 2| 0|   2.27| 0.17|  0.43|  | 0|   |       |     |   | |  0|VC|Simbad
 22049|19 40 52.17|+40 35 32.0|     |     | 4| 0|   4.35| 0.20|  0.87|75|  |SM |       |     |   | |  0|VC|Simbad
 22055|19 42 14.95|+39 46 51.7|13.90| 0.78| 8| 0| -44.72| 0.30|  1.97| 0|  |SN |       |     |   | |  0|VC|Simbad
 22057|19 38 51.61|+40 16 58.9|13.70| 0.77| 8| 0| -59.14| 0.14|  0.94| 0|  |SN |       |     |   | |  0|VC|Simbad
 22058|19 39 23.85|+39 52 38.0|13.13| 1.11| 1| 0|  -3.72| 0.40| -1.00|  |  |   |       |     |   | |  0|VC|Simbad
 23002|19 41 19.69|+40 12 33.7|14.89| 0.80| 3| 0|   1.06| 0.51|  1.79|86| 1|SN |       |     |   | |  1|VC|Simbad
 23003|19 41 13.10|+40 12 20.5|15.23| 0.77| 3| 0|   1.62| 0.81|  2.85|92|99|SM |       |     |   | |  0|VC|Simbad
 23004|19 41 14.42|+40 09 58.9|15.16| 0.78| 3| 0|   4.30| 0.64|  2.28|76|99|SM |       |     |   | |  1|VC|Simbad
 23005|19 41 05.98|+40 11 42.3|15.19| 0.75|20| 0|   1.39| 0.15|  1.63|90|17|SM |       |     |   | |  1|VC|Simbad
 23006|19 41 06.54|+40 09 59.0|15.09| 1.12| 4| 0|   1.70| 0.63|  2.71|92|99|SM |       |     |   | |  1|VC|Simbad
 23007|19 41 13.36|+40 15 06.7|15.07| 0.80| 3| 0|   4.15| 0.22|  0.76|81|99|SM |       |     |   | |  1|VC|Simbad
 23008|19 41 20.15|+40 08 05.3|15.25| 0.77| 3| 0|   1.19| 0.24|  0.84|88|97|SM |       |     |   | |  0|VC|Simbad
 23009|19 41 16.85|+40 07 27.5|15.11| 0.77|32| 0|   1.74| 0.88| 12.24|94|99|BM |   2.22| 0.13|SB1|O|  1|VC|Simbad
 23010|19 40 57.31|+40 14 23.3|15.23| 1.37| 3| 0|  -3.38| 0.30|  1.07| 0| 0|SN |       |     |   | |  0|VC|Simbad
 23011|19 40 54.75|+40 08 35.5|15.44| 0.69|12| 0|   2.14| 0.18|  1.45|94|99|SM |       |     |   | |  1|VC|Simbad
 23012|19 41 42.49|+40 09 00.4|15.26| 0.79| 3| 0|   2.57| 0.06|  0.21|94| 0|SN |       |     |   | |  0|VC|Simbad
 23013|19 40 53.48|+40 07 43.0|15.18| 0.80| 3| 0|   9.72| 0.73|  2.57| 0| 0|SN |       |     |   | |  1|VC|Simbad
 23015|19 40 43.97|+40 15 34.7|15.13| 0.84|12| 0| -11.75| 0.76|  6.26| 0| 0|BLN|       |     |   | |  1|VC|Simbad
 23016|19 41 51.64|+40 15 37.2|15.09| 0.78| 4| 0|   1.78| 0.53|  2.32|93|99|SM |       |     |   | |  1|VC|Simbad
 23017|19 41 37.36|+40 19 19.0|15.11| 0.75| 3| 0|   2.49| 0.34|  1.19|94|99|SM |       |     |   | |  1|VC|Simbad
 23018|19 40 42.63|+40 17 08.5|15.11| 0.75|51| 0|  -6.02| 6.98|123.40|94|86|BM |   2.88| 0.25|SB2|O|  1|VC|Simbad
 23019|19 42 05.02|+40 12 17.0|15.03| 1.30| 3| 0| -21.14| 0.05|  0.17| 0| 0|SN |       |     |   | |  1|VC|Simbad
 23020|19 41 52.39|+40 18 57.1|15.26| 0.75| 6| 0|   2.18| 0.53|  2.98|94| 1|SN |       |     |   | |  1|VC|Simbad
 23021|19 40 38.27|+40 18 55.6|15.02| 1.21| 3| 0|  12.71| 0.18|  0.63| 0|53|SN |       |     |   | |  1|VC|Simbad
 23022|19 41 23.80|+40 00 57.5|15.21| 0.80|20| 0|   2.78| 0.21|  2.25|94|52|SM |       |     |   | |  1|VC|Simbad
 23023|19 42 16.38|+40 11 34.5|14.85| 0.75| 3| 0|  16.88| 0.19|  0.66| 0| 1|SN |       |     |   | |  1|VC|Simbad
 23024|19 40 31.67|+40 03 51.2|14.56| 1.03| 3| 0| -24.98| 0.09|  0.33| 0| 0|SN |       |     |   | |  1|VC|Simbad
 23025|19 40 49.91|+40 00 33.3|15.00| 1.26| 6| 0| -78.31| 0.12|  0.66| 0| 0|SN |       |     |   | |  1|VC|Simbad
 23026|19 40 13.96|+40 08 22.2|14.38| 0.94| 3| 0|  20.34| 0.25|  0.89| 0| 0|SN |       |     |   | |  1|VC|Simbad
 23027|19 40 08.86|+40 09 02.3|15.40| 0.88| 3| 0|  14.71| 0.14|  0.49| 0| 0|SN |       |     |   | |  0|VC|Simbad
 23028|19 40 15.84|+40 18 52.8|14.79| 1.22| 3| 0| -17.24| 0.51|  1.79| 0| 1|SN |       |     |   | |  0|VC|Simbad
 23029|19 42 32.96|+40 12 22.2|14.96| 1.96| 4| 0| -84.51| 0.67|  2.90| 0|50|SN |       |     |   | |  0|VC|Simbad
 23030|19 41 26.36|+39 57 00.2|14.46| 0.70|14| 0| -11.84| 0.22|  1.97| 0| 1|SN |       |     |   | |  0|VC|Simbad
 23032|19 41 26.85|+40 27 37.2|14.65| 1.24| 4| 0| -51.57| 0.23|  1.01| 0| 3|SN |       |     |   | |  0|VC|Simbad
 23035|19 42 28.32|+40 22 08.5|14.77| 1.36| 3| 0|   7.98| 0.51|  1.80| 0|31|SN |       |     |   | |  0|VC|Simbad
 23036|19 42 10.65|+39 57 09.2|14.30| 0.81| 3| 0| -14.37| 0.33|  1.16| 0|10|SN |       |     |   | |  0|VC|Simbad
 23037|19 42 42.55|+40 03 23.7|14.85| 0.85| 1| 0|  12.46| 0.40| -1.00|  | 0|   |       |     |   | |  0|VC|Simbad
 23040|19 39 37.41|+40 16 46.4|14.59| 0.67| 4| 0| -33.48| 0.30|  1.30| 0|11|SN |       |     |   | |  0|VC|Simbad
 23041|19 40 48.79|+39 52 14.0|13.79| 1.33| 4| 0|   1.97| 0.83|  3.57|93|10|SM |       |     |   | |  0|VC|Simbad
 23042|19 41 25.58|+39 51 00.5|14.04| 0.79|11| 0|  -5.28| 0.94|  7.40| 0|  |BLN|       |     |   | |  0|VC|Simbad
 23043|19 40 39.33|+40 31 53.6|14.34| 0.84| 3| 0|   5.67| 0.09|  0.30|11|  |SN |       |     |   | |  0|VC|Simbad
 23045|19 39 28.80|+40 03 19.6|14.42| 0.83| 7| 0| -48.90|10.71| 65.58| 0|  |BLN|       |     |   | |  0|VC|Simbad
 23046|19 40 56.35|+39 49 10.0|14.27| 1.30| 6| 0|   7.31| 6.09| 34.05| 0|  |BU |       |     |   | |  0|VC|Simbad
 23047|19 42 40.42|+40 28 43.4|14.73| 0.79| 3| 0|  -7.90| 0.16|  0.58| 0|35|SN |       |     |   | |  0|VC|Simbad
 23048|19 43 03.47|+40 24 08.4|14.51| 1.72| 3| 0| -14.07| 0.39|  1.38| 0|17|SN |       |     |   | |  0|VC|Simbad
 23049|19 41 39.72|+39 47 55.7|14.12| 0.66| 5| 0| -11.19| 0.22|  1.12| 0|  |SN |       |     |   | |  0|VC|Simbad
 23052|19 42 59.78|+40 28 18.9|13.68| 0.71| 4| 0|   6.68| 0.49|  2.13| 0| 0|SN |       |     |   | |  0|VC|Simbad
 23054|19 40 47.56|+40 37 56.0|14.48| 0.82| 2| 0| -57.43| 0.06|  0.16|  |  |   |       |     |   | |  0|VC|Simbad
 24002|19 41 14.73|+40 11 17.7|14.91| 0.74| 3| 0|   2.11| 0.50|  1.76|94| 0|SN |       |     |   | |  1|VC|Simbad
 24003|19 41 23.39|+40 11 06.8|15.27| 0.75| 3| 0| -28.86| 0.14|  0.48| 0| 0|SN |       |     |   | |  0|VC|Simbad
 24004|19 41 24.74|+40 10 56.1|15.15| 0.77|13| 0|   1.46| 3.63| 31.40|86|99|BM |   1.07| 0.22|SB1|O|  0|VC|Simbad
 24005|19 41 26.43|+40 13 02.2|15.23| 0.78|22| 0|   2.14| 0.26|  2.97|94|99|SM |       |     |   | |  1|VC|Simbad
 24006|19 41 19.14|+40 08 51.4|15.15| 0.80| 3| 0|   1.04| 0.13|  0.47|86|99|SM |       |     |   | |  1|VC|Simbad
 24007|19 41 26.17|+40 14 36.6|15.10| 0.77| 3| 0|   2.67| 0.68|  2.42|94|99|SM |       |     |   | |  1|VC|Simbad
 24008|19 41 29.82|+40 09 09.5|15.32| 0.77| 3| 0|   3.24| 0.26|  0.90|92|95|SM |       |     |   | |  0|VC|Simbad
 24009|19 40 57.83|+40 09 27.4|15.18| 0.80|42| 0|   5.17| 0.56|  8.94|66|99|BM |   0.39| 0.73|SB3|O|  1|VC|Simbad
 24010|19 41 03.30|+40 07 35.8|15.21| 0.74| 4| 0|   3.13| 0.33|  1.43|93|99|SM |       |     |   | |  1|VC|Simbad
 24011|19 41 10.73|+40 06 45.7|15.44| 0.88| 3| 0|-157.10| 0.84|  2.95| 0| 0|SN |       |     |   | |  1|VC|Simbad
 24012|19 40 49.34|+40 09 07.0|15.28| 0.73|18| 0|   4.75| 2.97| 30.59|92|99|BM |   1.68| 0.14|SB1|O|  1|VC|Simbad
 24013|19 40 54.18|+40 07 18.8|15.19| 0.74| 3| 0|   3.33| 0.23|  0.81|92|96|SM |       |     |   | |  1|VC|Simbad
 24014|19 41 23.12|+40 05 21.2|15.65| 0.75| 3| 0|   3.17| 0.40|  1.40|93| 0|SN |       |     |   | |  1|VC|Simbad
 24015|19 40 41.92|+40 09 31.1|15.16| 1.25| 4| 0| -23.02| 0.13|  0.55| 0| 0|SN |       |     |   | |  1|VC|Simbad
 24016|19 41 23.95|+40 19 17.0|15.15| 0.75| 4| 0| -19.53| 0.73|  3.18| 0| 0|SN |       |     |   | |  1|VC|Simbad
 24017|19 40 57.87|+40 04 23.2|15.16| 0.72| 5| 0|   2.01| 0.16|  0.80|93|99|SM |       |     |   | |  1|VC|Simbad
 24018|19 40 32.68|+40 11 42.4|15.32| 0.74| 3| 0|   0.81| 0.03|  0.10|81|99|SM |       |     |   | |  0|VC|Simbad
 24019|19 42 06.95|+40 11 47.7|15.16| 0.83| 3| 0| -17.99| 0.28|  0.99| 0| 0|SN |       |     |   | |  1|VC|Simbad
 24020|19 42 07.82|+40 09 36.2|15.27| 0.79| 3| 0|  29.22| 0.26|  0.93| 0| 0|SN |       |     |   | |  1|VC|Simbad
 24021|19 42 05.18|+40 07 31.4|15.06| 0.75| 3| 0| -10.28| 0.25|  0.87| 0|48|SN |       |     |   | |  1|VC|Simbad
 24022|19 41 44.29|+40 21 04.2|15.22| 0.88| 4| 0|   6.09| 0.35|  1.53| 3| 0|SN |       |     |   | |  1|VC|Simbad
 24023|19 41 46.32|+40 02 06.4|15.02| 0.86| 4| 0|  10.30| 0.23|  1.01| 0| 0|SN |       |     |   | |  1|VC|Simbad
 24024|19 41 51.84|+40 21 23.0|14.52| 0.73| 8| 0|   0.64| 0.17|  1.10|76| 0|SN |       |     |   | |  1|VC|Simbad
 24026|19 40 22.45|+40 19 19.6|14.54| 1.33|16| 0| -45.40| 1.90| 18.38| 0| 0|BN | -45.60| 0.16|SB1| |  1|VC|Simbad
 24027|19 42 11.97|+40 19 52.3|15.15| 0.79| 4| 0|   2.67| 0.20|  0.88|94|58|SM |       |     |   | |  0|VC|Simbad
 24028|19 42 28.93|+40 12 26.8|14.81| 0.82| 3| 0|   1.70| 0.51|  1.82|92| 0|SN |       |     |   | |  0|VC|Simbad
 24029|19 40 26.73|+40 22 24.2|14.52| 0.82| 3| 0|   2.13| 0.50|  1.76|94| 0|SN |       |     |   | |  1|VC|Simbad
 24030|19 42 32.38|+40 14 48.1|14.42| 0.82| 3| 0| -11.87| 0.50|  1.76| 0|13|SN |       |     |   | |  0|VC|Simbad
 24031|19 41 03.08|+40 26 50.3|14.95| 0.75|19| 0|  -0.78| 2.51| 26.66|94|  |BM |   2.14| 0.18|SB1|O|  0|VC|Simbad
 24032|19 40 40.12|+40 26 06.0|14.57| 1.07| 6| 0| -66.58| 1.42|  7.96| 0|  |BLN|       |     |   | |  0|VC|Simbad
 24033|19 40 24.51|+39 59 17.7|14.56| 0.86| 3| 0|   2.04| 0.53|  1.89|94|44|SM |       |     |   | |  1|VC|Simbad
 24034|19 39 50.17|+40 13 24.7|14.62| 0.84| 3| 0| -60.73| 0.37|  1.31| 0| 4|SN |       |     |   | |  1|VC|Simbad
 24035|19 40 11.06|+40 23 33.1|14.92| 1.25|13| 0| -12.04| 2.32| 20.13| 0| 0|BN | -12.20| 0.20|SB1| |  1|VC|Simbad
 24036|19 39 44.71|+40 13 40.2|14.31| 0.79| 3| 0|   2.28| 0.32|  1.13|94| 0|SN |       |     |   | |  0|VC|Simbad
 24037|19 42 42.90|+40 03 55.0|14.81| 0.84| 4| 0| -19.42| 0.40|  1.72| 0| 0|SN |       |     |   | |  1|VC|Simbad
 24038|19 40 05.34|+40 24 39.0|14.47| 0.74| 3| 0| -18.94| 0.87|  3.07| 0| 0|SN |       |     |   | |  0|VC|Simbad
 24039|19 39 45.48|+40 03 27.6|14.61| 0.72| 3| 0|  -7.36| 0.37|  1.32| 0|14|SN |       |     |   | |  0|VC|Simbad
 24040|19 39 41.41|+40 19 26.1|14.55| 1.13| 1| 0|  -1.94| 0.40| -1.00|  | 0|   |       |     |   | |  0|VC|Simbad
 24041|19 39 35.49|+40 05 49.4|13.87| 0.99| 4| 0|   1.11| 0.15|  0.67|87|  |SM |       |     |   | |  0|VC|Simbad
 24042|19 42 32.45|+40 26 46.6|14.14| 1.33| 4| 0| -12.46| 0.24|  1.03| 0|  |SN |       |     |   | |  0|VC|Simbad
 24043|19 43 07.33|+40 10 36.7|14.66| 0.75| 9| 0| -19.70| 2.14| 15.16| 0|49|BLN|       |     |   | |  0|VC|Simbad
 24044|19 41 49.03|+39 51 03.3|14.38| 1.65| 3| 0| -22.17| 0.32|  1.15| 0|17|SN |       |     |   | |  0|VC|Simbad
 24046|19 39 34.76|+40 00 04.4|14.15| 1.39| 3| 0|-118.95| 0.40|  1.41| 0|12|SN |       |     |   | |  0|VC|Simbad
 24047|19 43 04.38|+40 23 26.7|14.57| 1.05| 6| 0| -74.47|14.22| 79.47| 0|37|BLN|       |     |   | |  0|VC|Simbad
 24048|19 43 22.80|+40 12 47.8|14.38| 0.82| 3| 0| -58.98| 0.61|  2.14| 0|  |SN |       |     |   | |  0|VC|Simbad
 24049|19 39 20.85|+40 01 57.6|13.98| 0.66| 4| 0| -25.89| 0.12|  0.50| 0| 0|SN |       |     |   | |  0|VC|Simbad
 24054|19 43 28.94|+40 21 38.7|14.38| 0.92| 2| 0| -26.67| 0.71|  1.78|  |  |   |       |     |   | |  0|VC|Simbad
 24055|19 42 58.25|+39 52 16.9|14.16| 1.83| 3| 0|  -6.71| 0.52|  1.83| 0|19|SN |       |     |   | |  0|VC|Simbad
 25002|19 41 18.85|+40 12 39.1|14.97| 0.78| 3| 0|   2.67| 0.29|  1.04|94|99|SM |       |     |   | |  1|VC|Simbad
 25003|19 41 22.41|+40 11 10.4|15.30| 0.71| 3| 0|   1.70| 0.20|  0.69|92|99|SM |       |     |   | |  1|VC|Simbad
 25004|19 41 22.60|+40 13 09.9|15.18| 0.78|21| 0|   2.47| 2.55| 28.55|87|99|BM |   1.15| 0.32|SB1|O|  1|VC|Simbad
 25005|19 41 05.85|+40 12 30.3|15.26| 0.75| 3| 0|   2.26| 0.11|  0.39|94|99|SM |       |     |   | |  1|VC|Simbad
 25006|19 41 21.22|+40 09 04.9|15.17| 0.78| 4| 0|   2.16| 0.17|  0.73|94|99|SM |       |     |   | |  0|VC|Simbad
 25007|19 41 00.83|+40 11 11.8|15.18| 0.78| 3| 0|  -1.57| 0.25|  0.88| 1| 0|SN |       |     |   | |  0|VC|Simbad
 25008|19 41 35.87|+40 10 27.6|15.38| 0.77| 3| 0|   0.53| 0.32|  1.12|72|89|SM |       |     |   | |  1|VC|Simbad
 25009|19 41 35.20|+40 14 11.0|15.19| 0.77| 3| 0|   2.10| 0.19|  0.69|94|99|SM |       |     |   | |  1|VC|Simbad
 25010|19 41 37.68|+40 14 32.6|15.25| 0.78|16| 0|   2.18| 8.77| 84.92|88|61|BM |   3.72| 0.21|SB2|O|  1|VC|Simbad
 25011|19 41 41.02|+40 09 11.6|15.45| 0.75|33| 0|   1.65| 3.90| 55.21|91|99|BM |   1.47| 0.24|SB1|O|  1|VC|Simbad
 25012|19 40 51.35|+40 14 41.2|15.34| 0.91| 9| 0| -24.45| 4.58| 32.40| 0| 0|BLN|       |     |   | |  1|VC|Simbad
 25013|19 41 48.30|+40 10 15.0|15.25| 0.80| 3| 0|   3.71| 0.24|  0.86|89|99|SM |       |     |   | |  1|VC|Simbad
 25014|19 41 45.62|+40 07 42.3|15.67| 0.77| 3| 0|   0.55| 0.34|  1.19|73|99|SM |       |     |   | |  1|VC|Simbad
 25015|19 41 41.62|+40 17 12.8|15.18| 1.44| 3| 0| -28.01| 0.79|  2.79| 0| 0|SN |       |     |   | |  1|VC|Simbad
 25016|19 41 42.71|+40 05 40.3|15.23| 0.93| 3| 0| -43.77| 0.08|  0.29| 0| 0|SN |       |     |   | |  1|VC|Simbad
 25017|19 40 36.41|+40 08 51.8|15.14| 0.73| 6| 0|   1.15| 0.18|  1.02|87|99|SM |       |     |   | |  1|VC|Simbad
 25018|19 40 39.40|+40 16 16.8|15.37| 0.71| 5| 0|   3.63| 0.27|  1.33|89|89|SM |       |     |   | |  1|VC|Simbad
 25019|19 41 27.05|+40 02 35.6|15.18| 0.75| 3| 0| -16.72| 0.47|  1.68| 0| 0|SN |       |     |   | |  1|VC|Simbad
 25020|19 40 42.68|+40 18 35.8|15.33| 0.82| 3| 0| -58.33| 0.04|  0.13| 0| 0|SN |       |     |   | |  1|VC|Simbad
 25021|19 42 08.27|+40 08 02.8|15.07| 1.26| 3| 0| -34.67| 0.33|  1.16| 0|21|SN |       |     |   | |  1|VC|Simbad
 25022|19 42 07.17|+40 17 17.2|15.28| 0.78| 3| 0| -21.67| 0.17|  0.60| 0| 0|SN |       |     |   | |  1|VC|Simbad
 25023|19 41 13.92|+40 00 44.2|15.10| 0.72| 3| 0|   5.75| 0.25|  0.88| 8| 5|SN |       |     |   | |  1|VC|Simbad
 25024|19 42 06.61|+40 18 29.9|14.60| 0.79| 6| 0|   9.72| 0.11|  0.64| 0|15|SN |       |     |   | |  1|VC|Simbad
