#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-10-07T20:11:45 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d9b9ae08e03	
#INFO	-out.max=unlimited	
#INFO	queryParameters=28	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-nav=cat:J/AJ/138/159&tab:{J/AJ/138/159/table1}&key:source=J/AJ/138/159/table1&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/138/159/table1
#-order=I
#-out=WOCS
#-out=Vmag
#-out=B-V
#-out=V-R
#-out=V-I
#-out=Vmag1
#-out=B-V1
#-out=Vmag2
#-out=B-V2
#-out=Vmag3
#-out=B-V3
#-out=Jmag
#-out=J-Ks
#-out=A74
#-out=S72
#-out=_RA
#-out=_DE
#-out.all=2
#

#RESOURCE=yCat_51380159
#Name: J/AJ/138/159
#Title: NGC 6819 stellar radial-velocity and photometry (Hole+, 2009)
#Table	J_AJ_138_159_table1:
#Name: J/AJ/138/159/table1
#Title: The NGC 6819 WOCS photometry database
#Column	WOCS	(A6)	[1001/115030] WIYN Open Cluster Study identification (G1)	[ucd=meta.id;meta.main]
#Column	Vmag	(F6.3)	? Phot98 project V band magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F6.3)	? Phot98 project (B-V) color index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	V-R	(F6.3)	? Phot98 project (V-R) color index	[ucd=phot.color;em.opt.V;em.opt.R]
#Column	V-I	(F6.3)	? Phot98 project (V-I) color index	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	Vmag1	(F6.3)	? Phot03 project V band magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V1	(F6.3)	? Phot03 project (B-V) color index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	Vmag2	(F6.3)	? Rosvick & Vandenberg (1998AJ....115.1516R) V band magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V2	(F6.3)	? Rosvick & Vandenberg (1998AJ....115.1516R) (B-V) color index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	Vmag3	(F6.3)	? Kalirai et al. (2001AJ....122..266K) V band magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V3	(F6.3)	? Kalirai et al. (2001AJ....122..266K) (B-V) color index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	Jmag	(F6.3)	? 2MASS J band magnitude	[ucd=phot.mag;em.IR.J]
#Column	J-Ks	(F6.3)	? 2MASS (J-Ks) color index	[ucd=phot.color;em.IR.J;em.IR.K]
#Column	A74	(I4)	? Auner (1974A&AS...13..143A) identification, <NGC 6819 NNN> in Simbad [NULL integer written as an empty string]	[ucd=meta.id]
#Column	S72	(I3)	? Sanders (1972A&A....19..155S) identification, <[S72b] NGC 6819 NNN> in Simbad [NULL integer written as an empty string]	[ucd=meta.id]
#Column	_RA	(F9.5)	Position for stars having a radial velocity (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Position for stars having a radial velocity (declination part)	[ucd=pos.eq.dec;meta.main]
WOCS|Vmag|B-V|V-R|V-I|Vmag1|B-V1|Vmag2|B-V2|Vmag3|B-V3|Jmag|J-Ks|A74|S72|_RA|_DE
005021|13.128| 0.926| 0.563| 1.168|      |      |      |      |      |      |11.190| 0.640|    |   |295.32767|+40.36592
006021|13.288| 1.234| 0.628| 1.253|13.306| 1.193|      |      |      |      |11.136| 0.740|    |   |295.45262|+40.05756
007021|      |      |      |      |13.768| 1.251|      |      |      |      |11.487| 0.804|    |  9|295.14871|+40.08439
008021|14.178| 0.275| 0.130| 0.310|14.160| 0.295|      |      |14.216| 0.287|13.575| 0.146| 897|  8|         |
009021|14.206| 0.858| 0.474| 0.954|14.180| 0.886|      |      |14.170| 0.862|12.556| 0.469|    |   |295.44521|+40.34069
010021|14.273| 0.719| 0.404| 0.822|14.282| 0.703|      |      |14.200| 0.776|12.950| 0.378|    |   |295.54492|+40.21792
011021|14.334| 0.580| 0.332| 0.721|14.335| 0.591|      |      |14.326| 0.591|13.133| 0.344|    |   |295.54792|+40.19403
012021|14.323| 1.044| 0.611| 1.145|14.343| 1.030|      |      |14.317| 1.048|12.255| 0.675|    |   |295.53742|+40.14892
013021|14.547| 1.134| 0.649| 1.223|14.532| 1.149|      |      |14.553| 1.148|12.451| 0.695|    |   |295.49629|+40.09172
014021|14.660| 0.568| 0.335| 0.696|14.607| 0.572|      |      |14.657| 0.585|13.481| 0.315|    |   |295.48533|+40.31314
015021|14.668| 1.199| 0.642| 1.274|14.656| 1.198|      |      |14.633| 1.188|12.433| 0.747|    |   |295.19904|+40.33936
016021|14.706| 0.485| 0.267| 0.580|14.700| 0.482|      |      |14.786| 0.509|13.727| 0.206|    |   |295.13800|+40.09914
017021|14.741| 0.610| 0.339| 0.715|      |      |      |      |14.707| 0.615|13.500| 0.360|    |   |295.38742|+40.35897
018021|14.768| 1.485| 0.800| 1.526|14.746| 1.491|      |      |      |      |12.097| 0.925|    |   |295.17037|+40.32231
019021|14.850| 0.600| 0.342| 0.731|14.843| 0.611|      |      |14.872| 0.620|13.634| 0.336|    |   |295.10558|+40.24314
020021|14.930| 0.891| 0.465| 0.945|      |      |      |      |14.885| 0.870|13.316| 0.376|    |   |295.30225|+40.36422
021021|14.962| 1.049| 0.559| 1.090|14.958| 1.045|      |      |14.937| 1.054|13.091| 0.624|    |   |295.53562|+40.25961
022021|15.001| 0.785| 0.372| 0.808|15.019| 0.757|      |      |      |      |13.631| 0.469|    |   |295.48312|+40.07267
023021|15.038| 1.099| 0.617| 1.197|15.021| 1.126|      |      |15.034| 1.129|12.976| 0.678|    |   |295.15946|+40.31544
024021|15.061| 0.600| 0.353| 0.736|15.060| 0.603|      |      |15.077| 0.605|13.857| 0.400|    |   |295.52158|+40.12539
025021|15.064| 1.145| 0.609| 1.231|15.065| 1.114|      |      |15.085| 1.115|12.933| 0.655|    |   |295.53446|+40.13411
026021|15.107| 1.123| 0.608| 1.224|15.109| 1.118|      |      |15.102| 1.135|12.959| 0.700|    |   |295.31383|+40.02964
027021|15.179| 0.580| 0.325| 0.702|15.167| 0.590|      |      |15.211| 0.590|14.019| 0.347|    |   |295.12929|+40.10739
028021|15.208| 0.592| 0.315| 0.694|15.225| 0.577|      |      |15.237| 0.592|14.058| 0.197|    |   |295.19804|+40.05567
030021|15.227| 1.808| 1.372| 2.838|15.259| 1.680|      |      |15.300| 1.679|10.266| 1.235|    |   |295.45321|+40.05275
031021|15.270| 0.723| 0.422| 0.869|15.292| 0.715|      |      |15.278| 0.732|13.840| 0.371|    |   |295.28062|+40.02836
032021|15.309| 0.468| 0.260| 0.579|15.305| 0.463|      |      |15.275| 0.494|14.370| 0.308|    |   |295.54529|+40.21203
033021|15.302| 0.733| 0.400| 0.860|15.308| 0.726|      |      |15.324| 0.732|13.899| 0.451|    |   |295.53275|+40.13522
034021|15.276| 0.722| 0.385| 0.834|15.331| 0.689|      |      |15.301| 0.744|13.852| 0.463|    |   |295.31312|+40.02556
035021|15.403| 1.117| 0.601| 1.206|15.375| 1.113|      |      |15.365| 1.074|13.355| 0.680|    |   |295.43958|+40.34519
036021|15.407| 0.703| 0.369| 0.791|15.418| 0.687|      |      |15.436| 0.698|14.054| 0.420|    |   |295.49162|+40.07922
037021|15.432| 0.719| 0.377| 0.797|      |      |      |      |      |      |13.672| 0.374|    |   |295.13425|+40.10478
038021|15.489| 0.969| 0.594| 1.142|15.483| 0.985|      |      |15.482| 0.968|13.598| 0.622|    |   |295.44100|+40.04856
041021|15.708| 0.730| 0.404| 0.843|15.714| 0.729|      |      |15.671| 0.725|14.384| 0.440|    |   |295.42487|+40.35289
043021|15.779| 0.570| 0.358| 0.755|15.757| 0.588|      |      |15.763| 0.615|14.643| 0.192|    |   |295.17583|+40.06639
044021|15.759| 0.693| 0.391| 0.767|      |      |      |      |15.723| 0.695|14.332| 0.378|    |   |295.37871|+40.36425
045021|15.831| 0.641| 0.416| 0.858|15.778| 0.679|      |      |15.820| 0.699|14.419| 0.403|    |   |295.10800|+40.15011
046021|15.819| 0.718| 0.413| 0.811|15.805| 0.750|      |      |15.720| 0.595|14.440| 0.400|    |   |295.17887|+40.33097
047021|15.854| 0.681| 0.350| 0.774|15.879| 0.648|      |      |15.893| 0.672|14.565| 0.406|    |   |295.50121|+40.09428
049021|15.906| 0.641| 0.357| 0.697|15.925| 0.615|      |      |15.884| 0.645|14.694| 0.262|    |   |295.26125|+40.35883
051021|16.055| 0.661| 0.400| 0.838|16.052| 0.675|      |      |16.048| 0.688|14.581| 0.359|    |   |295.53867|+40.23633
052021|16.085| 0.595| 0.326| 0.713|      |      |      |      |16.055| 0.591|14.863| 0.178|    |   |295.33775|+40.36933
054021|16.142| 0.644| 0.393| 0.851|16.117| 0.675|      |      |16.161| 0.681|14.818| 0.331|    |   |295.11075|+40.13906
056021|16.204| 0.612| 0.358| 0.755|16.185| 0.624|      |      |16.218| 0.645|14.772| 0.168|    |   |295.15942|+40.08472
057021|16.189| 0.630| 0.361| 0.722|16.193| 0.629|      |      |16.162| 0.636|14.861| 0.183|    |   |295.38996|+40.35653
058021|16.222| 0.619| 0.358| 0.775|16.222| 0.630|      |      |16.257| 0.656|14.964| 0.080|    |   |295.10321|+40.20228
060021|16.245| 0.638| 0.330| 0.740|16.242| 0.649|      |      |16.275| 0.651|14.964| 0.311|    |   |295.13017|+40.27806
063021|16.343| 0.706| 0.420| 0.927|16.321| 0.736|      |      |16.318| 0.744|14.786| 0.551|    |   |295.18746|+40.33181
064021|16.335| 0.718| 0.407| 0.800|      |      |      |      |16.301| 0.745|14.918| 0.495|    |   |295.39712|+40.36061
066021|16.361| 0.760| 0.454| 0.968|16.343| 0.767|      |      |16.373| 0.780|14.803| 0.422|    |   |295.15421|+40.31297
070021|16.405| 0.585| 0.335| 0.722|16.398| 0.597|      |      |16.439| 0.611|15.313| 0.314|    |   |295.13125|+40.11472
002022|      |      |      |      |12.146| 0.426|      |      |      |      |11.120| 0.233|    |   |295.55487|+40.23694
003022|13.104| 0.413| 0.193| 0.445|13.104| 0.405|      |      |      |      |12.304| 0.150|    | 26|295.20133|+40.04136
004022|13.180| 0.517| 0.271| 0.609|13.205| 0.495|      |      |      |      |12.152| 0.238|    |   |295.42317|+40.03408
005022|13.788| 0.654| 0.360| 0.783|13.826| 0.643|      |      |      |      |12.515| 0.369|    |   |295.38367|+40.02200
006022|13.877| 0.520| 0.331| 0.653|13.862| 0.522|      |      |13.823| 0.560|12.736| 0.317|    |   |295.55604|+40.23311
007022|13.925| 0.876| 0.502| 1.008|      |      |      |      |      |      |12.247| 0.551|    |   |295.55446|+40.16942
008022|      |      |      |      |      |      |      |      |14.035| 1.085|11.948| 0.732|    |   |         |
009022|14.182| 1.592| 0.847| 1.612|      |      |      |      |14.093| 1.572|11.366| 0.942|    |   |295.55967|+40.22206
010022|14.210| 0.669| 0.393| 0.792|14.211| 0.695|      |      |14.197| 0.707|12.864| 0.399|    |   |295.18087|+40.33989
011022|14.352| 1.312| 0.708| 1.389|      |      |      |      |14.329| 1.304|11.952| 0.808|    |   |295.33037|+40.01611
012022|14.589| 0.708| 0.433| 0.866|14.583| 0.746|      |      |14.601| 0.745|13.126| 0.389|    |   |295.49825|+40.08342
013022|14.595| 0.603| 0.387| 0.754|      |      |      |      |      |      |13.332| 0.361|    |   |295.08967|+40.18261
014022|14.748| 0.445| 0.253| 0.591|14.791| 0.414|      |      |14.749| 0.461|13.748| 0.232|    |   |295.24375|+40.02592
015022|14.891| 0.793| 0.406| 0.800|14.888| 0.797|      |      |14.875| 0.801|13.508| 0.418|    |   |295.50742|+40.30711
016022|14.948| 0.674| 0.338| 0.751|      |      |      |      |14.992| 0.656|13.732| 0.373|    |   |295.55512|+40.16458
017022|15.014| 0.758| 0.476| 0.953|      |      |      |      |15.001| 0.821|13.400| 0.491|    |   |         |
018022|15.083| 0.722| 0.427| 0.825|15.077| 0.750|      |      |15.081| 0.764|13.745| 0.423|    |   |295.53054|+40.11064
019022|15.107| 1.198| 0.679| 1.292|15.086| 1.213|      |      |15.091| 1.212|12.889| 0.756|    |   |295.54196|+40.12722
020022|15.106| 1.058| 0.575| 1.156|15.103| 1.056|      |      |15.093| 1.060|13.215| 0.649|    |   |295.54242|+40.14125
021022|15.136| 0.612| 0.382| 0.766|15.129| 0.612|      |      |15.108| 0.640|13.896| 0.361|    |   |295.54350|+40.24619
022022|15.168| 0.547| 0.350| 0.763|      |      |      |      |15.145| 0.631|13.916| 0.372|    |   |295.09267|+40.14689
023022|15.186| 0.604| 0.363| 0.783|      |      |      |      |15.188| 0.635|13.917| 0.365|    |   |295.34917|+40.01597
024022|15.227| 0.766| 0.426| 0.887|15.218| 0.769|      |      |15.181| 0.756|13.716| 0.525|    |   |295.43454|+40.35117
025022|15.274| 0.637| 0.358| 0.763|15.264| 0.644|      |      |15.260| 0.644|13.998| 0.337|    |   |295.52987|+40.28811
026022|15.340| 1.208| 0.647| 1.251|15.323| 1.222|      |      |15.356| 1.231|13.199| 0.719|    |   |295.11621|+40.11353
027022|15.325| 1.092| 0.634| 1.202|      |      |      |      |15.519| 1.351|13.345| 0.618|    |   |         |
028022|15.363| 0.551| 0.338| 0.711|15.331| 0.583|      |      |15.381| 0.581|14.202| 0.306|    |   |295.11275|+40.11914
029022|15.357| 0.780| 0.438| 0.944|15.345| 0.795|      |      |15.351| 0.819|13.814| 0.470|    |   |295.10400|+40.26739
030022|15.370| 0.724| 0.403| 0.817|15.399| 0.701|      |      |15.380| 0.747|14.026| 0.346|    |   |295.26392|+40.02728
031022|15.431| 1.076| 0.555| 1.134|      |      |      |      |15.401| 1.061|13.411| 0.642|    |   |295.22475|+40.36231
032022|15.444| 0.659| 0.387| 0.819|15.431| 0.677|      |      |15.467| 0.694|14.092| 0.364|    |   |295.12892|+40.08953
034022|15.496| 0.656| 0.398| 0.827|15.500| 0.667|      |      |15.518| 0.669|14.133| 0.367|    |   |295.52900|+40.10653
036022|15.532| 1.087| 0.605| 1.188|15.520| 1.102|      |      |15.537| 1.097|13.476| 0.613|    |   |         |
037022|15.536| 0.602| 0.343| 0.717|15.534| 0.610|      |      |15.512| 0.612|14.258| 0.307|    |   |295.44342|+40.35144
038022|15.604| 0.581| 0.336| 0.728|      |      |      |      |15.607| 0.606|14.426| 0.289|    |   |295.29917|+40.01872
039022|15.642| 0.604| 0.347| 0.746|15.637| 0.622|      |      |15.654| 0.639|14.408| 0.299|    |   |295.15542|+40.32194
041022|15.750| 0.723| 0.420| 0.883|15.723| 0.739|      |      |15.727| 0.739|14.254| 0.482|    |   |295.52942|+40.27483
042022|15.798| 0.530| 0.324| 0.723|      |      |      |      |17.194| 1.075|14.617| 0.239|    |   |         |
044022|15.935| 0.585| 0.365| 0.739|15.930| 0.596|      |      |15.924| 0.611|14.659| 0.270|    |   |295.55429|+40.17336
045022|15.956| 0.641| 0.330| 0.731|      |      |      |      |15.989| 0.636|14.750| 0.257|    |   |295.35508|+40.01800
049022|16.080| 0.726| 0.433| 0.908|16.114| 0.693|      |      |16.094| 0.740|14.546| 0.397|    |   |295.55129|+40.14406
052022|16.148| 0.726| 0.428| 0.896|      |      |      |      |16.151| 0.748|14.640| 0.440|    |   |295.33129|+40.01817
056022|16.204| 0.583| 0.376| 0.740|16.170| 0.610|      |      |      |      |14.940| 0.398|    |   |295.47808|+40.33286
060022|16.281| 0.696| 0.401| 0.837|16.285| 0.688|      |      |16.290| 0.709|14.861| 0.514|    |   |295.51833|+40.09092
062022|16.299| 0.757| 0.407| 0.916|16.324| 0.734|      |      |16.293| 0.784|14.832| 0.494|    |   |295.44300|+40.04125
065022|16.447| 0.852| 0.452| 0.940|      |      |      |      |16.400| 0.860|14.749| 0.457|    |   |         |
066022|16.478| 0.809| 0.455| 0.912|16.452| 0.834|      |      |16.522| 0.848|15.061| 0.503|    |   |         |
078022|16.466| 0.721| 0.409| 0.870|      |      |      |      |16.475| 0.749|15.115| 0.609|    |   |295.26358|+40.02147
005023|12.868| 0.628| 0.346| 0.736|      |      |      |      |      |      |11.639| 0.342|    |   |         |
006023|      |      |      |      |      |      |      |      |      |      |10.554| 0.781|    |   |         |
008023|13.549| 0.865| 0.456| 0.910|13.570| 0.851|      |      |      |      |11.994| 0.452|    |   |295.46483|+40.04461
009023|13.693| 1.706| 0.898| 1.734|13.672| 1.650|      |      |      |      |10.661| 0.982|    |   |295.50154|+40.06472
010023|13.769| 0.693| 0.408| 0.803|      |      |      |      |13.707| 0.749|12.449| 0.366|    |   |295.55946|+40.23628
011023|14.144| 0.576| 0.345| 0.694|14.120| 0.588|      |      |14.113| 0.604|12.972| 0.336|    |   |295.48525|+40.33175
012023|14.183| 0.610| 0.365| 0.767|      |      |      |      |14.190| 0.633|12.896| 0.369|    |   |295.33858|+40.00786
013023|14.194| 0.672| 0.375| 0.820|14.191| 0.697|      |      |14.221| 0.720|12.839| 0.400|    |   |295.11908|+40.09231
014023|14.264| 0.615| 0.357| 0.768|      |      |      |      |14.259| 0.646|13.032| 0.309|    |   |295.27508|+40.01003
015023|14.276| 0.504| 0.287| 0.604|14.268| 0.501|      |      |14.286| 0.516|13.231| 0.229|    |   |295.17421|+40.05131
016023|14.511| 0.491| 0.312| 0.667|14.491| 0.518|      |      |14.519| 0.539|13.347| 0.234|    |   |295.14646|+40.06706
017023|14.521| 1.071| 0.618| 1.222|      |      |      |      |14.468| 1.137|12.379| 0.657|    |   |         |
018023|14.598| 1.347| 0.733| 1.466|14.582| 1.349|      |      |14.563| 1.339|12.093| 0.920|    |   |295.14883|+40.33428
019023|14.703| 0.779| 0.417| 0.806|      |      |      |      |14.645| 0.822|13.235| 0.391|    |   |295.56200|+40.23753
020023|14.729| 1.375| 0.717| 1.378|      |      |      |      |14.667| 1.313|12.368| 0.775|    |   |295.44317|+40.35828
021023|14.788| 0.712| 0.417| 0.834|14.764| 0.741|      |      |14.873| 0.706|13.462| 0.351|    |   |295.14096|+40.07428
022023|14.787| 1.369| 0.656| 1.310|14.830| 1.320|      |      |14.802| 1.313|12.499| 0.744|    |   |295.43250|+40.02981
023023|14.849| 0.597| 0.344| 0.709|      |      |      |      |14.795| 0.651|13.671| 0.321|    |   |295.56825|+40.19292
024023|14.986| 0.788| 0.407| 0.830|15.003| 0.775|      |      |14.997| 0.777|13.585| 0.354|    |   |295.44300|+40.03511
025023|15.082| 0.533| 0.318| 0.712|      |      |      |      |15.075| 0.563|13.855| 0.359|    |   |295.30800|+40.01228
026023|      |      |      |      |      |      |      |      |15.004| 0.621|13.845| 0.367|    |   |         |
027023|15.139| 0.983| 0.535| 1.076|15.150| 0.941|      |      |15.094| 0.991|13.363| 0.587|    |   |295.55167|+40.26653
028023|15.197| 0.841| 0.488| 0.962|      |      |      |      |15.205| 1.286|13.655| 0.498|    |   |295.56525|+40.21650
029023|15.230| 1.133| 0.620| 1.232|15.214| 1.133|      |      |15.202| 1.112|13.144| 0.701|    |   |295.49121|+40.33061
030023|15.231| 0.579| 0.323| 0.687|      |      |      |      |15.189| 0.636|13.937| 0.238|    |   |295.28104|+40.00931
031023|15.232| 0.612| 0.384| 0.730|      |      |      |      |15.195| 0.643|13.979| 0.440|    |   |295.55637|+40.26447
032023|15.238| 0.477| 0.256| 0.587|      |      |      |      |15.249| 0.484|14.274| 0.183|    |   |295.22875|+40.01883
033023|15.255| 0.646| 0.368| 0.800|15.242| 0.633|      |      |15.264| 0.639|13.966| 0.411|    |   |295.13892|+40.32067
034023|15.330| 0.589| 0.348| 0.729|      |      |      |      |15.334| 0.607|14.070| 0.284|    |   |295.09925|+40.28144
036023|15.466| 0.541| 0.331| 0.697|      |      |      |      |15.472| 0.576|14.331| 0.270|    |   |295.09704|+40.11339
037023|15.497| 0.711| 0.409| 0.855|15.475| 0.720|      |      |15.495| 0.730|14.105| 0.385|    |   |295.10671|+40.28683
038023|15.488| 0.687| 0.456| 0.864|      |      |      |      |15.475| 0.731|14.113| 0.404|    |   |295.55737|+40.15111
039023|15.544| 0.752| 0.417| 0.868|15.520| 0.792|      |      |15.533| 0.796|14.073| 0.387|    |   |295.15358|+40.33567
040023|15.525| 0.601| 0.345| 0.760|      |      |      |      |15.541| 0.625|14.268| 0.286|    |   |295.22879|+40.02058
041023|15.526| 0.606| 0.341| 0.620|      |      |      |      |15.500| 0.587|14.269| 0.347|    |   |295.44121|+40.35869
042023|15.656| 0.510| 0.288| 0.666|15.638| 0.529|      |      |15.677| 0.540|14.525| 0.254|    |   |295.11883|+40.08706
043023|15.664| 0.617| 0.376| 0.823|15.649| 0.597|      |      |15.640| 0.603|      |      |    |   |295.42367|+40.02383
045023|15.739| 0.683| 0.365| 0.768|      |      |      |      |15.693| 0.676|14.518| 0.504|    |   |295.43246|+40.36564
047023|15.746| 0.598| 0.338| 0.754|15.762| 0.593|      |      |15.749| 0.618|14.442| 0.271|    |   |295.46592|+40.04206
048023|15.772| 0.746| 0.410| 0.844|      |      |      |      |15.761| 0.740|14.341| 0.397|    |   |295.56212|+40.23094
049023|15.785| 0.618| 0.269| 0.724|      |      |      |      |15.727| 0.647|14.201| 0.467|    |   |295.56358|+40.15553
051023|15.815| 0.776| 0.425| 0.883|      |      |      |      |15.720| 0.614|14.387| 0.426|    |   |295.31042|+40.01069
055023|15.883| 0.744| 0.402| 0.854|      |      |      |      |15.893| 0.722|14.434| 0.347|    |   |295.56375|+40.20303
057023|15.966| 0.794| 0.423| 0.921|15.968| 0.789|      |      |15.980| 0.799|14.481| 0.543|    |   |295.53717|+40.10944
058023|15.990| 0.399| 0.207| 0.522|      |      |      |      |15.991| 0.409|15.079| 0.075|    |   |295.29500|+40.01308
059023|16.015| 0.590| 0.372| 0.750|      |      |      |      |15.946| 0.623|14.647| 0.254|    |   |         |
060023|16.085| 0.709| 0.385| 0.742|16.071| 0.734|      |      |16.087| 0.748|14.697| 0.258|    |   |295.16025|+40.34078
061023|16.074| 0.707| 0.375| 0.841|      |      |      |      |16.083| 0.713|14.676| 0.431|    |   |295.33867|+40.00925
062023|16.110| 0.630| 0.374| 0.794|16.088| 0.654|      |      |16.070| 0.644|      |      |    |   |295.52662|+40.30778
065023|16.103| 0.705| 0.410| 0.840|      |      |      |      |16.100| 0.710|14.671| 0.475|    |   |295.56258|+40.20981
066023|16.132| 0.899| 0.515| 1.006|16.181| 0.829|      |      |16.149| 0.923|14.377| 0.514|    |   |         |
067023|16.161| 0.696| 0.353| 0.720|16.184| 0.671|      |      |16.162| 0.683|14.805| 0.372|    |   |295.19737|+40.35497
069023|16.292| 0.778| 0.479| 0.979|16.274| 0.795|      |      |16.272| 0.806|14.741| 0.502|    |   |295.54421|+40.26758
071023|16.270| 0.751| 0.429| 0.899|16.293| 0.743|      |      |16.284| 0.777|14.809| 0.621|    |   |295.54850|+40.13042
077023|16.361| 0.797| 0.466| 0.934|      |      |      |      |16.343| 0.813|14.754| 0.381|    |   |295.56371|+40.20917
086023|16.479| 0.757| 0.436| 0.903|16.458| 0.767|      |      |16.503| 0.786|15.011| 0.403|    |   |295.14629|+40.06072
004024|      |      |      |      |      |      |      |      |      |      | 9.989| 0.623|    |   |         |
005024|      |      |      |      |      |      |      |      |15.074| 0.532| 9.457| 1.037|    |   |         |
006024|12.734| 0.357| 0.195| 0.440|      |      |      |      |      |      |11.898| 0.161|    |   |         |
007024|12.977| 0.720| 0.417| 0.845|      |      |      |      |      |      |11.593| 0.422|    |   |295.32929|+39.99656
008024|13.035| 0.713| 0.437| 0.841|13.083| 0.756|      |      |      |      |11.643| 0.438|    |   |295.53467|+40.08653
009024|13.495| 1.094| 0.611| 1.164|13.535| 1.077|      |      |      |      |11.450| 0.602|    |   |295.47658|+40.03603
010024|13.590| 1.406| 0.795| 1.550|      |      |      |      |      |      |10.898| 0.879|    |   |         |
011024|13.692| 0.638| 0.367| 0.754|13.679| 0.655|      |      |13.648| 0.673|12.477| 0.358|    |   |295.52017|+40.32422
013024|13.857| 1.644| 0.904| 1.758|      |      |      |      |      |      |10.826| 1.051|    |   |295.09521|+40.10022
015024|14.106| 0.875| 0.582| 1.060|      |      |      |      |14.000| 0.956|12.283| 0.552|    |   |295.57029|+40.22861
016024|14.179| 0.623| 0.317| 0.697|14.203| 0.610|      |      |14.204| 0.623|12.996| 0.343|    |   |295.48479|+40.03939
018024|      |      |      |      |      |      |      |      |14.100| 0.744|12.739| 0.446|    |   |         |
019024|14.293| 0.515| 0.288| 0.607|      |      |      |      |14.271| 0.526|13.078| 0.282|    |   |         |
021024|      |      |      |      |      |      |      |      |14.442| 0.604|13.287| 0.288|    |   |         |
023024|14.536| 0.938| 0.535| 1.030|14.516| 0.960|      |      |14.534| 0.960|12.818| 0.519|    |   |295.13196|+40.06422
024024|14.524| 0.572| 0.314| 0.695|14.560| 0.563|      |      |      |      |13.389| 0.320|    |   |295.46600|+40.35639
025024|14.621| 0.622| 0.376| 0.809|14.607| 0.632|      |      |14.548| 0.675|13.277| 0.334|    |   |295.52754|+40.30831
026024|      |      |      |      |      |      |      |      |14.761| 0.796|13.355| 0.356|    |   |         |
027024|14.662| 0.675| 0.344| 0.663|      |      |      |      |14.656| 0.677|13.429| 0.339|    |   |295.21433|+40.36928
028024|      |      |      |      |      |      |      |      |14.695| 1.141|12.651| 0.656|    |   |         |
029024|14.656| 0.635| 0.350| 0.716|14.670| 0.626|      |      |14.608| 0.671|13.401| 0.357|    |   |295.54600|+40.30036
030024|14.732| 0.623| 0.378| 0.793|14.715| 0.656|      |      |14.740| 0.675|13.440| 0.318|    |   |295.12704|+40.07144
031024|14.803| 0.508| 0.307| 0.668|14.779| 0.526|      |      |14.774| 0.513|13.662| 0.377|    |   |295.47679|+40.34803
032024|      |      |      |      |      |      |      |      |14.899| 0.625|13.702| 0.278|    |   |295.18946|+40.36750
033024|      |      |      |      |      |      |      |      |14.909| 0.819|13.428| 0.438|    |   |         |
034024|15.019| 0.671| 0.360| 0.800|      |      |      |      |15.046| 0.660|13.694| 0.420|    |   |295.40537|+40.01025
035024|15.086| 1.034| 0.578| 1.108|15.052| 1.017|      |      |15.010| 1.034|13.187| 0.550|    |   |295.55208|+40.29111
036024|15.164| 0.653| 0.392| 0.801|      |      |      |      |15.155| 0.713|13.820| 0.322|    |   |         |
037024|15.184| 0.637| 0.363| 0.760|15.173| 0.651|      |      |15.216| 0.670|13.868| 0.294|    |   |295.12650|+40.06903
038024|15.216| 0.621| 0.385| 0.822|15.202| 0.631|      |      |15.219| 0.669|13.802| 0.362|    |   |295.09825|+40.10025
039024|15.391| 0.666| 0.361| 0.687|15.398| 0.587|      |      |      |      |13.848| 0.462|    |   |295.48154|+40.35142
042024|15.461| 0.562| 0.305| 0.686|15.446| 0.584|      |      |15.468| 0.588|14.354| 0.368|    |   |295.14508|+40.33289
044024|15.479| 0.805| 0.471| 0.925|      |      |      |      |15.406| 0.818|13.944| 0.361|    |   |295.46254|+40.36131
046024|15.484| 1.326| 0.754| 1.408|      |      |      |      |15.404| 1.340|13.017| 0.872|    |   |         |
047024|15.499| 1.016| 0.563| 1.111|15.494| 1.018|      |      |15.462| 0.989|13.611| 0.569|    |   |295.47137|+40.35161
049024|15.465| 0.787| 0.434| 0.874|15.512| 0.769|      |      |15.460| 0.816|14.021| 0.407|    |   |295.19196|+40.02364
054024|15.636| 0.857| 0.457| 0.891|      |      |      |      |15.608| 0.849|13.722| 0.319|    |   |         |
061024|15.824| 0.585| 0.333| 0.746|      |      |      |      |15.836| 0.617|14.608| 0.377|    |   |295.27908|+40.00564
