#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-12-11T18:32:51 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5df136376f63	
#INFO	-out.max=unlimited	
#INFO	queryParameters=25	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-nav=cat:J/AJ/138/159&tab:{J/AJ/138/159/table2}&key:source=J/AJ/138/159/table2&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/138/159/table2
#-order=I
#-out=WOCS
#-out=RAJ2000
#-out=DEJ2000
#-out=Vmag
#-out=B-V
#-out=N1
#-out=N2
#-out=RV
#-out=e_RV
#-out=e/i
#-out=Mmb
#-out=bin
#-out=gamma
#-out=Com
#-out.all=2
#

#RESOURCE=yCat_51380159
#Name: J/AJ/138/159
#Title: NGC 6819 stellar radial-velocity and photometry (Hole+, 2009)
#Table	J_AJ_138_159_table2:
#Name: J/AJ/138/159/table2
#Title: The NGC 6819 WOCS radial-velocity database
#Column	WOCS	(A6)	WIYN Open Cluster Study identification (G1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	Averaged V band magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	Averaged B-V color index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	N1	(I2)	Number of WIYN RV measurements	[ucd=meta.number]
#Column	N2	(I2)	Number of CfA RV measurements	[ucd=meta.number]
#Column	RV	(F7.2)	Mean radial velocity	[ucd=spect.dopplerVeloc;stat.mean]
#Column	e_RV	(F5.2)	Standard error of RV (1)	[ucd=stat.error]
#Column	e/i	(F6.2)	? external/internal error ratio (2)	[ucd=stat.error]
#Column	Mmb	(I2)	? Calculated RV membership probability [NULL integer written as an empty string]	[ucd=meta.code.member]
#Column	bin	(A3)	Binarity classification (3)	[ucd=meta.code.multip]
#Column	gamma	(F7.3)	? Center-of-mass radial velocity {gamma}	[ucd=phys.veloc;pos.barycenter]
#Column	Com	(a19)	Additional comment	[ucd=meta.note]
WOCS|RAJ2000|DEJ2000|Vmag|B-V|N1|N2|RV|e_RV|e/i|Mmb|bin|gamma|Com
015024|19 42 16.87|+40 13 43.0|14.05| 0.92| 3| 0| -24.33| 0.23|  0.80| 0|SN |       |
016024|19 41 56.35|+40 02 21.8|14.20| 0.62| 3| 0|  25.36| 0.18|  0.63| 0|SN |       |
022024|19 41 32.67|+40 00 11.2|14.48| 0.63| 2| 0| -36.88|15.65|      |  |U  |       |Rapid rotator
023024|19 40 31.67|+40 03 51.2|14.53| 0.95| 3| 0| -24.97| 0.09|  0.33| 0|SN |       |
024024|19 41 51.84|+40 21 23.0|14.54| 0.57| 8| 0|   0.64| 0.17|  1.10|83|SM |       |
025024|19 42 06.61|+40 18 29.9|14.59| 0.64| 6| 0|   9.72| 0.11|  0.64| 0|SN |       |
027024|19 40 51.44|+40 22 09.4|14.66| 0.68| 7| 0|  26.22| 0.20|  1.20| 0|SN |       |
029024|19 42 11.04|+40 18 01.3|14.64| 0.64| 3| 0| -77.94| 0.37|  1.31| 0|SN |       |
030024|19 40 30.49|+40 04 17.2|14.73| 0.65| 4| 0|   2.33| 0.21|  0.92|95|SM |       |
031024|19 41 54.43|+40 20 52.9|14.79| 0.52| 6| 0|   9.27| 0.23|  1.31| 0|SN |       |
032024|19 40 45.47|+40 22 03.0|14.90| 0.62| 6| 0|   1.29| 0.41|  2.30|92|SM |       |
034024|19 41 37.29|+40 00 36.9|15.03| 0.67| 3| 0| -40.53| 0.20|  0.70| 0|SN |       |
035024|19 42 12.50|+40 17 28.0|15.05| 1.03| 4| 0| -12.19| 0.08|  0.36| 0|SN |       |
037024|19 40 30.36|+40 04 08.5|15.19| 0.65| 3| 0| -30.39| 0.17|  0.61| 0|SN |       |
038024|19 40 23.58|+40 06 00.9|15.21| 0.64|22| 0|   0.70| 0.97| 11.11|  |BLM|       |
039024|19 41 55.57|+40 21 05.1|15.39| 0.63| 4| 0| -34.40| 0.43|  1.84| 0|SN |       |
042024|19 40 34.82|+40 19 58.4|15.46| 0.58| 3| 0| -79.93| 0.65|      |  |SN |       |Rapid rotator
043024|19 42 16.15|+40 14 26.2|15.45| 0.64| 2| 0| -21.92| 0.65|      |  |U  |       |
044024|19 41 51.01|+40 21 40.7|15.44| 0.81| 3| 0| -40.71| 0.18|  0.65| 0|SN |       |
047024|19 41 53.13|+40 21 05.8|15.49| 1.01| 4| 0| -50.27| 0.63|  2.74| 0|SN |       |
048024|19 40 45.31|+40 21 31.3|15.49| 1.18| 4| 0| -59.85| 0.54|  2.33| 0|SN |       |
049024|19 40 46.07|+40 01 25.1|15.48| 0.79| 8| 0| -19.52| 0.18|  1.21| 0|SN |       |
050024|19 42 11.38|+40 17 46.4|15.54| 0.69| 3| 0| -11.58| 1.36|  4.81|  |BLN|       |
061024|19 41 06.98|+40 00 20.3|15.83| 0.60| 6| 0|   5.52| 0.22|  1.23|13|SN |       |
062024|19 42 06.91|+40 18 25.1|15.84| 0.61| 4| 0|   2.54| 0.35|  1.51|95|SM |       |
064024|19 42 16.46|+40 08 04.5|15.90| 0.78| 3| 0| -45.24| 0.45|  1.59| 0|SN |       |
068024|19 42 05.28|+40 04 44.2|16.01| 0.76| 3| 0|-130.46| 0.23|  0.80| 0|SN |       |
069024|19 40 22.08|+40 17 25.0|16.03| 0.78| 4| 0| -42.82| 0.55|  2.40| 0|SN |       |
070024|19 41 12.44|+40 00 01.0|16.02| 0.66| 8| 0|  -2.53| 0.40|  2.67| 0|SN |       |
072024|19 42 08.41|+40 18 04.5|16.07| 0.62| 5| 0|   2.78| 0.09|  0.43|95|SM |       |
073024|19 42 13.65|+40 06 26.6|16.08| 0.77| 4| 0|  -9.47| 0.21|  0.92| 0|SN |       |
075024|19 41 20.05|+39 59 59.8|16.08| 0.61| 5| 0|  -1.06| 0.22|  1.12| 6|SN |       |
079024|19 41 12.24|+40 00 12.8|16.21| 0.66| 2| 0| -15.54| 0.28|      |  |U  |       |
080024|19 42 04.81|+40 19 14.9|16.22| 0.64| 3| 0|   2.23| 0.42|  1.48|95|SM |       |
087024|19 42 04.71|+40 19 21.2|16.33| 0.74| 3| 0| -32.53| 0.37|  1.30| 0|SN |       |
005025|19 41 52.25|+40 01 40.6|12.96| 0.94| 3| 0| -30.92| 0.11|  0.38| 0|SN |       |
012025|19 42 15.48|+40 06 56.6|13.52| 0.71| 6| 0|  12.49| 0.07|  0.37| 0|SN |       |
015025|19 41 56.82|+40 21 27.9|14.02| 0.96| 7| 0|   0.96| 0.09|  0.58|89|SM |       |
017025|19 42 12.04|+40 18 02.8|14.52| 0.69|16| 0|   3.16| 0.09| 19.43|86|BM |  0.794|SB1
019025|19 42 08.31|+40 19 08.0|14.57| 0.85| 4| 0|  -6.67| 0.03|  0.14| 0|SN |       |
020025|19 41 55.69|+40 01 42.4|14.70| 0.68| 3| 0|  -6.85| 0.18|  0.63| 0|SN |       |
021025|19 40 23.13|+40 18 34.3|14.75| 0.78| 3| 0|  16.24| 0.18|  0.65| 0|SN |       |
022025|19 42 11.35|+40 18 37.8|14.91| 1.20| 4| 0| -31.66| 0.47|  2.05| 0|SN |       |
023025|19 40 49.91|+40 00 33.3|14.96| 1.19| 6| 0| -78.31| 0.12|  0.66| 0|SN |       |
026025|19 41 26.58|+39 59 52.0|15.10| 1.34| 3| 0| -12.85| 0.42|  1.50| 0|SN |       |
027025|19 41 05.73|+39 59 59.0|15.14| 1.19| 4| 0| -26.10| 0.49|  2.12| 0|SN |       |
028025|19 40 28.34|+40 03 54.5|15.30| 0.52| 1| 0| -57.44| 0.40|      |  |U  |       |
029025|19 42 11.26|+40 05 25.5|15.13| 0.66| 5| 0|  -5.62| 0.17|  0.87| 0|SN |       |
031025|19 40 38.07|+40 21 13.2|15.30| 0.64| 3| 0| -16.78| 0.03|  0.12| 0|SN |       |
032025|19 41 53.53|+40 22 09.1|15.28| 0.83| 3| 0| -61.02| 0.07|  0.25| 0|SN |       |
035025|19 40 27.29|+40 04 16.2|15.38| 0.57|17| 0|   5.42| 0.06| 66.91|95|BM |  2.389|SB1
040025|19 42 17.06|+40 06 43.6|15.62| 0.66| 3| 0| -28.80| 0.16|  0.55| 0|SN |       |
041025|19 40 26.78|+40 19 13.9|15.64| 0.66| 1| 0| -26.82| 0.40|      |  |U  |       |
044025|19 41 07.26|+39 59 48.4|15.69| 0.64| 5| 0| -25.61| 0.51|  2.54| 0|SN |       |
047025|19 42 15.42|+40 16 31.2|15.91| 0.67| 5| 0|  16.65| 0.54|  2.71| 0|SN |       |
050025|19 41 35.30|+40 00 10.8|15.94| 0.72| 5| 0|  -3.80| 0.12|  0.62| 0|SN |       |
053025|19 40 28.70|+40 19 42.3|15.98| 0.78| 3| 0| -10.18| 0.30|  1.07| 0|SN |       |
055025|19 41 50.54|+40 22 03.4|15.96| 0.61| 3| 0|   2.30| 0.46|  1.63|95|SM |       |
066025|19 42 15.69|+40 06 31.1|16.15| 0.72| 3| 0|   3.75| 0.47|  1.65|89|SM |       |
069025|19 40 40.44|+40 21 51.5|16.18| 0.63| 8| 0| -50.14| 4.61| 30.52|  |BLN|       |
080025|19 41 46.91|+40 22 26.1|16.36| 0.64| 6| 0|   2.86| 0.17|  0.94|95|SM |       |
082025|19 40 32.56|+40 20 35.6|16.43| 0.64| 1| 0|   9.06| 0.40|      |  |U  |       |
083025|19 40 23.76|+40 18 03.0|16.47| 0.71| 4| 0| -34.33| 0.79|  3.44| 0|SN |       |
005026|19 40 34.30|+40 21 20.8|12.42| 1.24| 3| 0| -46.35| 0.15|  0.53| 0|SN |       |
009026|19 41 54.66|+40 01 28.3|13.46| 1.01|19| 0|   4.02| 0.03|  5.59|91|BM |  3.598|SB1
012026|19 40 22.65|+40 19 09.4|13.89| 1.05| 3| 0| -35.64| 0.63|  2.21| 0|SN |       |
014026|19 42 12.82|+40 19 03.1|14.10| 1.29| 3| 0| -99.23| 0.09|  0.33| 0|SN |       |
017026|19 42 16.33|+40 05 52.3|14.31| 0.58| 3| 0|   4.39| 0.19|  0.67|74|SM |       |
020026|19 40 56.45|+39 59 39.3|14.38| 0.74| 4| 0|  10.57| 0.13|  0.54| 0|SN |       |
021026|19 40 32.09|+40 21 13.0|14.41| 1.00| 3| 0| -42.94| 0.06|  0.22| 0|SN |       |
022026|19 40 32.96|+40 02 26.6|14.45| 0.95| 3| 0| -41.05| 0.11|  0.38| 0|SN |       |
024026|19 40 22.45|+40 19 19.6|14.52| 1.43|12| 0| -44.99| 2.36| 19.55|  |BLN|       |
025026|19 40 53.29|+39 59 49.0|14.55| 0.99| 3| 0|  -4.46| 0.13|  0.46| 0|SN |       |
026026|19 42 15.88|+40 17 41.0|14.56| 0.75| 5| 0|   1.67| 0.13|  0.65|94|SM |       |
031026|19 40 40.40|+40 01 07.1|14.97| 0.59|22| 0|   3.58| 0.30|  3.39|91|SM |       |
034026|19 40 30.16|+40 20 33.2|14.97| 0.60| 7| 0|   0.97| 0.11|  0.67|89|SM |       |
036026|19 42 01.79|+40 21 17.8|15.02| 0.60| 6| 0| -22.09| 2.48| 13.87|  |BLN|       |
037026|19 42 00.10|+40 01 55.0|15.07| 0.58| 3| 0| -26.29| 0.35|  1.23| 0|SN |       |
039026|19 42 16.10|+40 18 11.2|15.22| 0.53| 7| 0|  19.66| 2.19|      |  |BLN|       |Rapid rotator
041026|19 41 58.14|+40 01 38.6|15.23| 0.69| 3| 0| -19.58| 0.24|  0.85| 0|SN |       |
045026|19 40 35.68|+40 01 59.1|15.35| 1.01|10| 0| -87.04| 7.38| 55.34|  |BLN|       |
046026|19 42 12.14|+40 19 27.1|15.41| 0.87|10| 0| -30.64| 2.21| 16.54|  |BLN|       |
047026|19 40 35.81|+40 01 59.4|15.46| 0.72| 6| 0| -39.62|23.84|      |  |BU |       |Rapid rotator
053026|19 40 28.36|+40 20 14.4|15.71| 0.77| 3| 0| -13.89| 0.80|  2.82| 0|SN |       |
056026|19 42 04.91|+40 21 05.2|15.74| 0.68| 3| 0|   5.23| 0.41|  1.44|27|SN |       |
058026|19 41 49.81|+40 00 46.8|15.76| 0.65| 3| 0| -51.06| 0.62|  2.19| 0|SN |       |
061026|19 42 08.22|+40 20 06.9|15.95| 0.64| 3| 0| -16.92| 0.19|  0.69| 0|SN |       |
080026|19 42 02.19|+40 02 16.2|16.14| 0.63| 1| 0|  -2.07| 0.40|      |  |U  |       |
083026|19 42 03.76|+40 02 47.0|16.22| 0.64| 3| 0| -22.21| 0.83|  2.93| 0|SN |       |
087026|19 41 41.79|+39 59 59.4|16.32| 0.77| 4| 0| -47.86| 0.65|  2.82| 0|SN |       |
003027|19 42 13.69|+40 19 16.0|12.80| 0.77| 4| 0|  -9.91| 0.37|  1.62| 0|SN |       |
011027|19 40 34.96|+40 22 07.4|14.52| 0.66| 3| 0|  -9.65| 0.21|  0.75| 0|SN |       |
012027|19 42 09.54|+40 03 02.7|14.62| 1.42| 3| 0| -43.24| 0.18|  0.65| 0|SN |       |
014027|19 40 34.62|+40 22 07.3|14.61| 0.82| 3| 0| -17.27| 0.08|  0.28| 0|SN |       |
019027|19 40 36.35|+40 22 19.7|14.71| 1.00| 3| 0| -25.93| 0.05|  0.19| 0|SN |       |
024027|19 42 11.97|+40 19 52.3|15.14| 0.63| 4| 0|   2.67| 0.20|  0.88|95|SM |       |
027027|19 42 04.20|+40 02 10.6|15.12| 0.70| 3| 0| -11.85| 0.04|  0.14| 0|SN |       |
028027|19 42 15.46|+40 04 42.9|15.24| 0.63| 3| 0|  18.01| 0.56|  2.00| 0|SN |       |
029027|19 42 07.68|+40 20 57.7|15.26| 0.73| 4| 0|   7.71| 0.17|  0.71| 0|SN |       |
030027|19 42 13.71|+40 03 38.7|15.29| 0.61| 3| 0|   4.75| 0.09|  0.32|56|SM |       |
042027|19 40 29.76|+40 21 26.3|15.71| 0.68|20| 0|  -4.37| 1.84| 20.03|  |BU |       |
043027|19 40 33.23|+40 01 16.7|16.17| 0.49| 3| 0| -37.42| 0.19|  0.69| 0|SN |       |
055027|19 40 31.34|+40 02 06.8|16.02| 0.68| 3| 0|-216.85| 2.32|  8.21|  |BLN|       |
076027|19 42 16.00|+40 04 28.5|16.28| 0.74| 3| 0|   5.37| 0.34|  1.19|20|SN |       |
083027|19 40 49.95|+39 59 34.5|16.33| 0.68| 5| 0| -45.93| 0.30|  1.52| 0|SN |       |
084027|19 42 04.01|+40 21 43.0|16.29| 0.77| 3| 0| -15.93| 0.65|  2.29| 0|SN |       |
010028|19 42 13.31|+40 02 54.7|13.31| 0.43| 7| 0| -12.89| 0.68|  4.15|  |BLN|       |
015028|19 42 07.38|+40 01 40.3|13.81| 1.34| 3| 0| -28.01| 0.22|  0.77| 0|SN |       |
017028|19 41 49.12|+39 59 32.0|14.25| 0.72| 4| 0|  -8.39| 0.19|  0.82| 0|SN |       |
018028|19 42 05.48|+40 22 07.5|14.10| 1.34| 3| 0| -34.29| 0.14|  0.49| 0|SN |       |
022028|19 40 44.16|+39 59 37.3|14.63| 0.80| 5| 0|  -0.80| 0.05|  0.27|13|SN |       |
028028|19 42 15.59|+40 03 21.7|15.05| 1.41| 3| 0|   0.23| 0.20|  0.70|69|SM |       |
029028|19 42 10.44|+40 21 21.0|15.06| 0.80| 3| 0| -54.84| 0.17|  0.60| 0|SN |       |
033028|19 42 14.11|+40 20 14.5|15.21| 0.79| 5| 0| -38.25| 0.17|  0.83| 0|SN |       |
037028|19 42 13.96|+40 20 23.0|15.32| 0.59| 8| 0|   0.57| 1.40|  9.28|  |BLM|       |
039028|19 40 21.30|+40 03 14.1|15.69| 0.72| 5| 0| -15.17| 0.12|  0.59| 0|SN |       |
041028|19 41 57.69|+40 00 08.8|15.50| 0.58| 8| 0|   2.58| 0.35|  2.33|95|SM |       |
045028|19 40 21.22|+40 20 32.0|15.63| 0.77| 6| 0|  -5.64| 0.30|  1.68| 0|SN |       |
055028|19 42 05.25|+40 01 23.0|15.81| 0.62| 3| 0|   3.49| 0.40|  1.42|91|SM |       |
062028|19 40 25.01|+40 02 14.0|15.93| 0.75| 3| 0| -49.90| 0.10|  0.34| 0|SN |       |
067028|19 42 17.28|+40 04 02.1|15.96| 0.71|11| 0|   8.83| 0.07|  9.63| 0|BN |  6.905|SB1
020029|19 42 03.39|+40 00 19.4|14.45| 0.66| 3| 0|   3.77| 0.59|  2.09|89|SM |       |
021029|19 40 22.36|+40 02 06.9|14.49| 0.63| 4| 0| -37.66| 0.47|  2.04| 0|SN |       |
024029|19 40 26.73|+40 22 24.2|14.50| 0.74| 3| 0|   2.13| 0.50|  1.76|95|SM |       |
028029|19 42 05.90|+40 00 54.9|14.80| 0.56| 3| 0| -15.60| 1.26|      |  |BLN|       |Rapid rotator
030029|19 40 21.12|+40 21 04.9|14.90| 0.84| 3| 0| -52.21| 0.30|  1.06| 0|SN |       |
068029|19 40 27.25|+40 01 19.0|15.87| 0.58| 3| 0|   6.15| 0.06|  0.22| 1|SN |       |
101029|19 42 06.51|+40 00 51.2|16.43| 0.66| 3| 0|  17.84| 0.18|  0.63| 0|SN |       |
020030|19 42 14.69|+40 01 49.3|14.27| 0.48| 1| 0|  43.80| 0.40|      |  |U  |       |Rapid rotator
027030|19 42 10.47|+40 01 10.1|14.52| 0.73| 3| 0| -22.74| 0.51|  1.81| 0|SN |       |
030030|19 40 27.57|+40 00 49.1|14.67| 0.68|22| 0|  11.15| 0.46|  5.31|  |BLN|       |
033030|19 40 25.71|+40 00 47.3|14.77| 1.16| 3| 0|  -3.19| 0.18|  0.64| 0|SN |       |
034030|19 40 23.72|+40 22 28.7|15.23| 0.56| 2| 0| -13.24| 0.99|      |  |U  |       |
048030|19 40 34.15|+39 59 31.1|15.04| 1.31| 3| 0| -40.16| 0.36|  1.28| 0|SN |       |
050030|19 42 11.08|+40 00 59.3|15.12| 0.91| 3| 0| -26.41| 0.08|  0.30| 0|SN |       |
052030|19 42 09.33|+40 00 34.5|15.18| 1.33| 2| 0| -79.83| 0.11|      |  |U  |       |
056030|19 42 04.65|+39 59 50.7|15.34| 0.69|10| 0| -24.69| 1.78| 13.36|  |BLN|       |
078030|19 42 08.75|+40 00 44.9|15.92| 0.66| 3| 0|  -4.37| 0.26|  0.92| 0|SN |       |
084030|19 42 13.67|+40 01 38.2|16.01| 0.80| 9| 0| -67.11| 6.72| 47.52|  |BLN|       |
115030|19 42 07.46|+40 00 37.6|16.36| 0.73| 4| 0| -16.59| 3.31| 14.32|  |BLN|       |
016031|19 42 15.95|+40 01 32.8|14.33| 1.51| 3| 0| -15.81| 0.55|  1.95| 0|SN |       |
040031|19 42 16.84|+40 01 37.8|15.26| 0.80| 5| 0| -42.74| 0.33|  1.65| 0|SN |       |
105032|19 42 15.48|+40 00 48.4|16.31| 0.70| 3| 0|  -4.36| 0.62|  2.20| 0|SN |       |

